MinReturn,LossAfter,MaxReturn,ExplainedVariance,Iteration,MeanKL,AverageReturn,dLoss,AverageDiscountedReturn,NumTrajs,Perplexity,MeanKLBefore,StdReturn,Entropy,LossBefore
66.0,-0.00437026413367,1528.0,3.52162743411e-13,0,0.00989260179251,563.333333333,0.0138270815102,51.6418255363,3,3.54772561405,0.00639035766681,682.232283675,1.26630672607,0.00945681737652
115.0,-0.00843431636395,1778.0,0.518379406373,1,0.0061543735568,925.333333333,0.0,88.2377196203,3,3.55077153599,0.0061543735568,679.576502112,1.26716491395,-0.00843431636395
0.0,-0.012238632245,76.0,-284.171124913,2,0.0113362052431,25.3333333333,0.0,0.515293539373,3,4.27443073746,0.0113362052431,35.8267435801,1.45265093269,-0.012238632245
0.0,-0.00776881343903,355.0,0.0612843572626,3,0.00999075837752,182.333333333,0.0124238215832,4.68468508707,3,4.42155782048,0.00848127747727,145.089244567,1.48649208207,0.00465500814421
251.0,0.0105630972364,1211.0,-0.0957567863128,4,0.00766401254684,816.0,0.0,54.1512852036,3,3.8736529279,0.00766401254684,409.939019855,1.35419797086,0.0105630972364
171.0,-0.0296793031756,2050.0,0.400602872168,5,0.00900863753131,1314.33333333,0.0231047393585,115.189339937,3,3.73398526665,0.00588999931517,819.473136974,1.31747609938,-0.00657456381716
0.0,-0.0225936110389,603.0,-3.8360394258,6,0.00980230182309,201.0,0.0188998476935,23.5789293882,3,4.3715560367,0.00671951413454,284.256926037,1.4751190182,-0.00369376334543
149.0,-0.00843559204068,628.0,-0.380362869238,7,0.00887921628096,352.333333333,0.0115251572975,16.5475618691,3,4.12100616216,0.00653502724887,202.129221594,1.41609734766,0.00308956525679
130.0,-0.0233035926871,1070.0,0.0704880039078,8,0.0096314238247,557.333333333,0.0129425226583,29.5477077371,3,4.33099222843,0.0063819560294,388.468216918,1.46579666782,-0.0103610700288
0.0,-0.0226404258844,1892.0,0.424517989192,9,0.00990508743476,947.666666667,0.0164451845087,80.07999667,3,3.74268905041,0.0065400208147,772.409361817,1.31980435051,-0.00619524137569
439.0,-0.0168567655607,3030.0,0.386513168526,10,0.00891905153507,1797.0,0.016007260744,189.484977408,3,3.99070373792,0.00709318219102,1061.45780258,1.38396759077,-0.000849504816719
148.0,-0.0283463019261,1179.0,-0.408694133859,11,0.00896906019211,794.333333333,0.0201707001719,75.6595669384,3,3.52972108837,0.0067367882841,459.776999086,1.26121885603,-0.00817560175422
571.0,-0.0226510901305,2573.0,0.402040620712,12,0.00928334225657,1772.66666667,0.0218461725278,162.829921408,3,3.66855663231,0.00755912193589,865.179107982,1.29979829651,-0.000804917602688
0.0,-0.0123410148244,1130.0,-1.13430083048,13,0.0124476035972,397.333333333,0.0,27.195278655,3,4.08490877537,0.0124476035972,518.691516114,1.40729939645,-0.0123410148244
0.0,-0.0361302748569,1646.0,0.244532524549,14,0.00981084330037,771.0,0.0107181927138,87.4424438787,3,4.34602694422,0.00760518076616,675.988658682,1.46926208159,-0.025412082143
0.0,-0.00873686566836,1952.0,0.813159149613,15,0.00641551034217,1298.0,0.000209669578573,154.406981274,3,3.48435201718,0.00447075640899,917.833681375,1.24828209211,-0.00852719608979
0.0,-0.0417512212746,2556.0,0.659795663106,16,0.00977344566533,1283.66666667,0.0167173028496,199.246032777,3,3.65660515717,0.00594915238088,1043.51340299,1.29653516428,-0.025033918425
372.0,0.00504236534506,935.0,-3.25705683135,17,0.00702321549812,570.666666667,0.0,61.9885509849,3,3.97557237211,0.00702321549812,257.974589619,1.38016873072,0.00504236534506
0.0,-0.0176483322584,2427.0,0.38671936885,18,0.00888312044654,1133.0,0.0190258960103,161.075793924,3,3.62814821593,0.00629401628637,997.337455428,1.28872238476,0.0013775637519
0.0,-0.0281969791362,455.0,-2.2376590883,19,0.00989040907493,157.666666667,0.0177038585373,3.87365529235,3,4.38438785447,0.00744668345491,210.374797815,1.47805001619,-0.010493120599
0.0,-0.0168893348825,808.0,0.0794263571643,20,0.0095404449488,518.666666667,0.00510259476874,24.140015745,3,4.24784347687,0.00887703158662,367.569796849,1.44641143695,-0.0117867401138
0.0,-0.0189627834026,325.0,-0.323716553372,21,0.0097087281637,177.333333333,0.0102525408118,4.0662503808,3,4.58961439932,0.00900183178857,134.328784042,1.52379601168,-0.00871024259083
0.0,-0.00160744676712,1909.0,0.0379182616225,22,0.0122111149396,636.333333333,0.0,74.6436774412,3,4.07416561538,0.0122111149396,899.91123019,1.40466596877,-0.00160744676712
184.0,-0.0281790731405,1420.0,-0.0326587988307,23,0.00997669741685,816.333333333,0.02432989071,103.618503173,3,3.672213326,0.00691224391941,505.001870184,1.30079456639,-0.00384918243045
0.0,0.00132513636305,1505.0,0.505957046988,24,0.006325110118,762.333333333,0.0,136.981213174,3,3.61612824884,0.006325110118,614.571033775,1.28540390895,0.00132513636305
0.0,-0.0190227430812,1979.0,0.315349355421,25,0.00977191701157,710.333333333,0.0195143544424,35.6351627137,3,4.16811015202,0.00760360692157,899.226457697,1.42746273213,0.000491611361195
0.0,-0.0134852233404,1770.0,-0.0129190608747,26,0.00891699327671,960.666666667,0.0158107582582,100.397797737,3,3.94486626754,0.00605547099527,730.479903138,1.37241505449,0.00232553491783
205.0,-0.0006329811217,2576.0,0.293712032292,27,0.0135159150638,1186.66666667,0.0,148.001716257,3,4.10205805874,0.0135159150638,1009.96842635,1.41148881331,-0.0006329811217
0.0,-0.0133289287246,907.0,-0.69863317727,28,0.00988916139973,302.333333333,0.0143546652667,12.9048877642,3,4.33094272227,0.00673212956977,427.563900357,1.46578523709,0.00102573654214
0.0,-0.0289288820863,0.0,0,29,0.00960490406537,0.0,0.0250848882083,0.0,3,4.49888936665,0.00401183087078,0.0,1.5038305589,-0.00384399387796
0.0,-0.0351850472752,1229.0,6.25721696679e-13,30,0.00959881504982,419.333333333,0.0240262606829,66.2143303364,3,4.13086668645,0.00629933480927,572.643189274,1.4184872364,-0.0111587865923
0.0,-0.0355767514982,880.0,-0.0354890850297,31,0.00999055086406,426.333333333,0.0325035549578,22.3649558988,3,4.21802397056,0.00716515147203,359.778017981,1.43936676496,-0.00307319654047
0.0,-0.0411259427264,1736.0,0.189833248715,32,0.00879071118169,578.666666667,0.0232771120737,86.3704539781,3,4.10165324335,0.00518007080219,818.358248093,1.41139012252,-0.0178488306527
0.0,-0.00250902162257,741.0,-1.14603617535,33,0.00999327007362,247.0,0.00890009443503,48.3707183436,3,4.35679659391,0.00865212048221,349.310749906,1.47173706115,0.00639107281247
156.0,-0.0167517966879,1524.0,0.107352882354,34,0.00961889463627,622.333333333,0.0143005828188,54.8010377695,3,3.9490832559,0.00645226018089,637.700208214,1.37348346486,-0.00245121386914
643.0,-0.00607202265121,1803.0,0.403551509874,35,0.0036254371817,1340.33333333,0.0,179.848116115,3,3.51683166823,0.0036254371817,501.797657317,1.25756049003,-0.00607202265121
326.0,-0.0358856244424,1520.0,-1.17844366812,36,0.00909050284866,836.666666667,0.00774308356553,86.5257016989,3,4.17085844293,0.00749351103908,502.506605816,1.42812187624,-0.0281425408769
0.0,-0.0147949398064,464.0,-3.5370739694,37,0.00977073067444,190.666666667,0.0209017420645,11.88331687,3,3.96296526152,0.00668157520292,198.24115505,1.37699254847,0.00610680225812
63.0,-0.0116446199661,1880.0,0.225238897627,38,0.00413632321701,1050.33333333,0.0,150.989153219,3,3.90471418207,0.00413632321701,750.118361031,1.3621845878,-0.0116446199661
73.0,-0.0176354092183,1029.0,0.253996597228,39,0.00989151615486,594.666666667,0.0119726808521,40.259783165,3,4.3318893043,0.00756504382758,395.140762542,1.46600377579,-0.00566272836617
1334.0,-0.0330643855195,1597.0,0.709785574282,40,0.0089801917966,1444.66666667,0.0165968163322,93.6066078969,3,3.94811998239,0.00587073827181,111.338323241,1.37323951179,-0.0164675691873
0.0,-0.016888798747,2484.0,0.198105777,41,0.00958778341206,933.0,0.0154842237533,56.3082427791,3,4.13599974203,0.00697979332673,1104.23638774,1.41972907483,-0.00140457499362
304.0,0.00882493082667,1739.0,-0.929312204188,42,0.0102801985515,1004.33333333,0.0,101.4380612,3,4.2329742728,0.0102801985515,586.339113104,1.44290488375,0.00882493082667
221.0,-0.0309699920972,940.0,-1.1850131863,43,0.00887849426463,608.333333333,0.0214212796777,32.1962425448,3,3.88984320195,0.00581320225159,296.157990869,1.35836884884,-0.0095487124194
32.0,-0.024606836499,1104.0,-0.0140985139629,44,0.0102093144367,453.666666667,0.0,42.9767953157,3,3.97009769565,0.0102093144367,466.556415548,1.37879070287,-0.024606836499
0.0,0.00428930751237,147.0,-12.8530740564,45,0.0110187484552,60.0,0.0,1.28672999638,3,4.4064214131,0.0110187484552,62.9761859753,1.48306288909,0.00428930751237
74.0,-0.00801353511106,1319.0,0.0315987065709,46,0.0143155942049,571.333333333,0.0,32.6992236098,3,4.75939460735,0.0143155942049,538.210821973,1.56012047682,-0.00801353511106
0.0,-0.030313087721,2037.0,0.266684869706,47,0.00784939798988,679.0,0.0,110.536278488,3,4.09889308916,0.00784939798988,960.251008851,1.410716959,-0.030313087721
0.0,0.00535281729978,1470.0,0.309616149633,48,0.00919813792757,641.333333333,0.00996309542848,92.2124152024,3,3.86603942227,0.00804129830764,614.570491391,1.35223057791,0.0153159127283
1816.0,-0.0299027315429,3327.0,-0.031456621212,49,0.00860487811688,2495.66666667,0.0195783363224,412.887966133,3,3.7195161582,0.00661123628477,626.116247637,1.31359359483,-0.0103243952205
274.0,-0.0365454830036,919.0,-3.78784674613,50,0.00912964986841,541.0,0.0121945969716,35.6521074304,3,4.13191173909,0.00681765813852,274.768993884,1.41874019069,-0.024350886032
0.0,-0.0196373314206,1173.0,0.33261099069,51,0.0115450085208,391.0,0.0,14.2359065139,3,4.67506112442,0.0115450085208,552.957502888,1.5422422374,-0.0196373314206
0.0,-0.0032136764979,787.0,-1.13635265286,52,0.00933464647714,262.333333333,0.0183947460765,20.1548445647,3,3.92078963285,0.0062573927442,370.995357863,1.36629307047,0.0151810695786
1564.0,-0.0243223128615,2271.0,0.358377907757,53,0.00977951402657,1872.66666667,0.019579246237,256.879361936,3,3.56203021248,0.00357174292726,295.51348907,1.27033066672,-0.00474306662453
187.0,-0.0143165521973,574.0,-3.74599660698,54,0.00944623520366,326.0,0.0160642239665,27.3533140761,3,3.61611633512,0.00710440635326,175.789647022,1.28540061434,0.00174767176918
295.0,0.0150696912536,580.0,-0.1812681278,55,0.0119974112522,456.333333333,0.0,15.523999346,3,4.15759781718,0.0119974112522,119.360332141,1.42493745969,0.0150696912536
226.0,0.000852076966588,411.0,-0.406094867146,56,0.00999705834045,306.666666667,0.00344152497623,15.9780963218,3,3.97790986796,0.00757883733776,77.3577547646,1.38075652255,0.00429360194282
420.0,0.0230566411049,748.0,0.493981035877,57,0.0151895126517,626.333333333,0.0,26.0570037364,3,3.95477976152,0.0151895126517,146.679544889,1.37492491358,0.0230566411049
0.0,-0.00732751353082,202.0,-7.47854483538,58,0.00995481921707,82.6666666667,0.0,4.3099939653,3,3.96471452243,0.00995481921707,86.445872596,1.37743385311,-0.00732751353082
171.0,-0.0170059356134,2196.0,0.0307206655494,59,0.00943472646411,1223.0,0.0165298038624,171.845122078,3,3.81648375188,0.00598564137608,828.5879555,1.33932951491,-0.000476131750918
0.0,-0.0115210647332,227.0,-20.8768548919,60,0.00992721388175,98.6666666667,0.0117414746931,5.73533597336,3,3.97959950573,0.008784668284,95.0169575509,1.38118118753,0.000220409959892
100.0,0.00954250172806,779.0,0.173417648064,61,0.0126934573132,334.333333333,0.0,11.5746962561,3,4.23355856628,0.0126934573132,314.579437062,1.44304290801,0.00954250172806
543.0,-0.0304722203938,2714.0,0.106637205819,62,0.00956126811058,1710.0,0.0246449044745,171.986081173,3,3.75553250066,0.00592774833165,893.769918193,1.32323008626,-0.00582731591927
0.0,-0.0176847561939,927.0,-1.02372313436,63,0.00972346410174,608.0,0.0106304210989,28.1877943039,3,3.96472138489,0.00824130868859,430.095338268,1.37743558399,-0.00705433509498
140.0,-0.0320033041864,422.0,-5.67598561572,64,0.00885329856718,240.666666667,0.015119678615,9.85417786036,3,3.90335547635,0.00758654221656,128.481732381,1.36183656177,-0.0168836255714
0.0,-0.00238997510088,2755.0,0.0420196734242,65,0.00599798073566,1275.0,0.0,194.674921782,3,3.64337374631,0.00599798073566,1134.02674866,1.29291010577,-0.00238997510088
0.0,0.0110148105143,1680.0,-5.1828636352,66,0.00880955024396,954.0,0.0,109.777071996,3,3.82843243084,0.00880955024396,704.5509208,1.34245543242,0.0110148105143
153.0,-0.00507457715541,705.0,-0.828652560979,67,0.00981385308621,355.0,0.0108187158564,15.587737248,3,3.76760516458,0.00764027761217,248.467301672,1.32643956475,0.00574413870097
0.0,-0.00202456365356,905.0,0.406126299299,68,0.00987863245177,301.666666667,0.00446471789992,14.3081616745,3,3.6857195034,0.00767733422994,426.621091316,1.30446575852,0.00244015424636
325.0,0.00776137164163,853.0,-1.07643479336,69,0.00995798193567,524.666666667,0.0,38.1790197892,3,3.92864487861,0.00995798193567,233.969133767,1.36829455182,0.00776137164163
0.0,-0.0263289125792,472.0,-0.139038814746,70,0.00996723492605,272.333333333,0.00496530538943,14.6555592882,3,3.85706507948,0.00976368245678,199.426399679,1.34990655217,-0.0213636071898
0.0,-0.0253490975674,1689.0,0.206000495402,71,0.00919351150556,563.0,0.0230234563732,32.6663586215,3,3.67899596013,0.00697568688642,796.202235616,1.30263987803,-0.00232564119426
0.0,-0.0140007665117,1461.0,0.721897735993,72,0.008781348397,487.0,0.0183533146748,17.7538790995,3,3.59685779293,0.00601932924688,688.722004876,1.28006062902,0.00435254816302
0.0,-0.00927257456068,2021.0,0.296001932544,73,0.00998534381936,673.666666667,0.0122840172108,109.366653526,3,3.57183744871,0.00924456466876,952.708536519,1.2730801549,0.00301144265015
0.0,-0.00862642218498,0.0,0,74,0.00910059717307,0.0,0.0157460062645,0.0,3,3.36801150773,0.00670484559743,0.0,1.21432251316,0.00711958407952
564.0,-0.00107848480798,2416.0,2.33368879776e-13,75,0.0090138299223,1186.66666667,0.0123551148892,152.731826921,3,4.1817664455,0.00767241668441,869.294477659,1.43073375189,0.0112766300813
0.0,-0.0308409808891,1586.0,-2.00708148747,76,0.00972866808632,528.666666667,0.017082236861,36.8171387623,3,3.76170861123,0.00889582574522,747.647569975,1.32487327207,-0.0137587440281
361.0,-0.0111820878189,2110.0,0.00262387498033,77,0.00930062923168,1162.0,0.0106055716771,137.268154522,3,4.01164683476,0.00792891393779,721.552492893,1.389201839,-0.000576516141734
0.0,-0.0196368109309,4443.0,0.159939637684,78,0.00977645563353,1481.0,0.00709984921623,202.795919248,3,3.77392749293,0.00851694908772,2094.45028587,1.3281162345,-0.0125369617147
0.0,-0.0151845585708,2441.0,-0.275888258247,79,0.00972755517104,1508.66666667,0.0288540240413,254.482447153,3,3.76009520639,0.00590553457472,1076.6430338,1.32444427793,0.0136694654705
0.0,-0.00682440197351,2032.0,-0.373743564848,80,0.0099928207547,1299.33333333,0.0132591193601,144.416170302,3,3.88455203657,0.00936510074129,921.263383741,1.35700767127,0.0064347173866
0.0,-0.00192794207925,1570.0,0.215699750042,81,0.00968232244777,523.333333333,0.0108462661512,46.9474975557,3,3.81125505484,0.0061706650342,740.105097642,1.33795854561,0.00891832407192
0.0,-0.0114039195932,0.0,0,82,0.00936740846757,0.0,0.0158187519281,0.0,3,3.67825606643,0.00688879266662,0.0,1.30243874486,0.00441483233492
0.0,-0.0,0.0,1,83,0.00863708420939,0.0,0.0,0.0,3,3.60008007029,0.00863708420939,0.0,1.28095608696,-0.0
0.0,-0.0110480088661,1749.0,2.25930385511e-13,84,0.00988933227192,1110.0,0.0133013477473,125.896089386,3,3.90946979062,0.00713302053091,787.879432401,1.36340176138,0.00225333888121
0.0,-0.00587094622054,2505.0,0.415559641531,85,0.00954627149545,1411.0,0.00873345261238,158.39994725,3,3.81225131512,0.00680109851836,1046.93934877,1.33821991098,0.00286250639184
0.0,0.00132360434397,2041.0,0.486777061488,86,0.00978211974838,1273.66666667,0.00827246595037,170.13367759,3,3.75911700131,0.00907021223617,906.899602431,1.32418408975,0.00959607029435
0.0,-0.0116576425157,0.0,0,87,0.00971199341435,0.0,0.0174730257785,0.0,3,3.75470467156,0.0070554268937,0.0,1.32300963274,0.00581538326278
0.0,-0.022251324012,2600.0,1.30229160789e-13,88,0.00945646062879,1529.66666667,0.0110909604319,203.070290954,3,3.91166268961,0.00832572011345,1110.0271268,1.36396252392,-0.0111603635801
0.0,-0.0121469474261,2352.0,0.247637099622,89,0.00938220951179,784.0,0.0100442918805,129.098384747,3,3.77057112536,0.00751219312311,1108.7434329,1.32722648212,-0.00210265554561
0.0,-0.010019196436,372.0,-5.39863503012,90,0.00960238503658,124.0,0.00920833881396,24.5589577976,3,3.71292669826,0.00871852605293,175.362481734,1.31182043308,-0.000810857622058
0.0,-0.00482400376317,2222.0,0.203219298022,91,0.0121149230337,764.0,0.0,73.8434287891,3,4.13428495987,0.0121149230337,1031.35768125,1.41931438967,-0.00482400376317
0.0,-0.0186051853748,2076.0,0.100856486127,92,0.00965095964494,1372.33333333,0.011913046968,226.237509551,3,3.74506158016,0.00878640812049,970.491399012,1.32043806013,-0.00669213840677
0.0,-0.00251559919379,1627.0,0.0681639018828,93,0.00943748947133,924.333333333,0.008958145401,160.847128697,3,3.68391743246,0.00804206362083,682.463348629,1.30397670567,0.00644254620721
0.0,-0.00390634468472,1807.0,0.306880008611,94,0.00941346341431,602.333333333,0.0113379720662,73.3057238994,3,3.70978548369,0.00722656059787,851.827969069,1.31097405384,0.00743162738145
0.0,0.0196727996946,219.0,-10.4424693342,95,0.0102431585622,73.0,0.0,1.7225320134,3,3.8320235039,0.0102431585622,103.237590053,1.34339299368,0.0196727996946
0.0,-0.0206763721854,2496.0,0.129396275951,96,0.00965865207879,1580.0,0.0075473576238,249.935635254,3,3.85072948069,0.00843803823143,1121.95543584,1.34826260586,-0.0131290145616
0.0,-0.0146527641076,0.0,0,97,0.00995980158031,0.0,0.00225953610173,0.0,3,3.64351765301,0.0066526307993,0.0,1.29294960319,-0.0123932280059
1128.0,0.00724637897976,2594.0,2.86548562656e-13,98,0.012031645728,1816.33333333,0.0,227.297292322,3,4.07095301869,0.012031645728,601.816324877,1.40387712897,0.00724637897976
0.0,-0.0196607196193,0.0,0,99,0.00813342748924,0.0,0.0170299908527,0.0,3,3.61106903856,0.00530467080936,0.0,1.28400386107,-0.00263072876656
0.0,-0.0156182439841,2180.0,1.9162449405e-13,100,0.00636984075107,1059.66666667,0.0,100.04142179,3,4.01379999268,0.00636984075107,891.014527878,1.3897384217,-0.0156182439841
2252.0,-0.00513758922823,2603.0,0.0216734778054,101,0.00963250963686,2399.33333333,0.0100655325992,347.647290254,3,3.96089417398,0.00902932870247,148.728686615,1.37646980129,0.00492794337101
