MinReturn,AverageReturn,MeanKLBefore,AverageDiscountedReturn,MaxReturn,Entropy,NumTrajs,LossBefore,Perplexity,MeanKL,Iteration,ExplainedVariance,StdReturn,dLoss,LossAfter
0.0,2666.66666667,3.37467965857e-18,102.062138612,5000.0,1.66286917522,3,-2.05446770707e-15,5.27442239727,0.00707785540211,0,1.38777878078e-14,2054.80466766,0.0412036260595,-0.0412036260595
1000.0,4666.66666667,-2.92578404886e-18,1448.4058882,7000.0,1.57342651957,3,-1.2446062699e-16,4.82314651767,0.00705396761986,1,-0.599801176695,2624.66929134,0.028803796643,-0.028803796643
0.0,2666.66666667,2.64448837209e-18,426.822020457,4000.0,1.6030988559,3,3.77938421299e-16,4.96840496446,0.00967011773638,2,-0.918778436815,1885.61808316,0.0389421601644,-0.0389421601644
3000.0,5666.66666667,2.31585975343e-18,1125.6898571,10000.0,1.60770824059,3,7.38298311376e-17,4.99135911589,0.0095032844486,3,0.119466302541,3091.20616517,0.0386719555999,-0.0386719555999
8000.0,9333.33333333,4.9215721637e-18,2114.1901505,10000.0,1.58544813952,3,2.15420852453e-16,4.88147847181,0.00926059300876,4,0.0838325398352,942.809041582,0.036136243127,-0.036136243127
5000.0,8000.0,-3.1187205684e-18,1969.44730015,10000.0,1.58294069734,3,3.8654264974e-16,4.86925377959,0.00706445125615,5,0.410503418182,2160.24689947,0.0282360771253,-0.0282360771253
6000.0,8000.0,4.54417656822e-18,3290.68262863,10000.0,1.48726018885,3,-1.4155343564e-17,4.42495535371,0.00841326254028,6,-0.0226333519686,1632.99316186,0.0344969972353,-0.0344969972353
8000.0,9333.33333333,1.70342508225e-19,2400.65291277,11000.0,1.62991917648,3,-6.01370805005e-18,5.10346222209,0.00858125848839,7,0.0898977895699,1247.21912892,0.0304540191645,-0.0304540191645
8000.0,10000.0,-4.08172975386e-18,3072.26901028,12000.0,1.61306148822,3,-3.67957978901e-16,5.01815074436,0.00775986042797,8,0.248997641193,1632.99316186,0.0386367550251,-0.0386367550251
8000.0,10666.6666667,5.56808936559e-18,2923.51732626,14000.0,1.59840147601,3,2.14088006582e-16,4.94512120808,0.00923771096456,9,0.29707567501,2494.43825785,0.0319738346936,-0.0319738346936
9000.0,10333.3333333,1.51202983013e-18,3136.14830852,12000.0,1.6164301331,3,-1.07321559047e-17,5.03508361656,0.0085763414285,10,0.452707661288,1247.21912892,0.0300918297085,-0.0300918297085
10000.0,10000.0,-1.76017596804e-18,3511.24317882,10000.0,1.61816153165,3,-1.61916243217e-16,5.04380890437,0.00734397907308,11,-0.103677386699,0.0,0.0241603915398,-0.0241603915398
9000.0,10000.0,-4.40148408413e-18,2601.08205591,12000.0,1.63931810201,3,7.14243479176e-17,5.15165541078,0.00753709177416,12,0.441081373381,1414.21356237,0.0294862133458,-0.0294862133458
9000.0,9666.66666667,2.4150862881e-18,3807.38793175,11000.0,1.62398976521,3,-8.95117313604e-17,5.07329123217,0.00997204060361,13,0.505375513264,942.809041582,0.0154687001913,-0.0154687001913
7000.0,8666.66666667,1.77982099732e-19,2074.60430712,10000.0,1.632471968,3,-5.94894504028e-17,5.11650694032,0.00978833500115,14,-0.145865317898,1247.21912892,0.0334681635414,-0.0334681635414
7000.0,9666.66666667,8.26671319462e-19,1985.65538843,13000.0,1.6253388521,3,-2.98835030795e-17,5.08014016173,0.00703060918123,15,0.213633746669,2494.43825785,0.0297921123734,-0.0297921123734
9000.0,9666.66666667,3.98172661525e-19,2337.45792939,10000.0,1.61394049448,3,1.16388380415e-16,5.02256366952,0.0085898922824,16,0.512385448553,471.404520791,0.0507639840741,-0.0507639840741
8000.0,8666.66666667,4.03122966063e-18,1972.81081794,10000.0,1.62412594457,3,-1.30266168223e-16,5.07398215677,0.00836088695497,17,0.488592246056,942.809041582,0.0386367863872,-0.0386367863872
4000.0,8333.33333333,3.14152312042e-18,3322.00579339,11000.0,1.48553357137,3,1.14352971536e-16,4.41732174049,0.00716274047267,18,0.393685935819,3091.20616517,0.0393107823278,-0.0393107823278
7000.0,8666.66666667,2.92042106435e-18,3594.11812073,11000.0,1.55821739013,3,1.85037170771e-16,4.75034567996,0.00783682991123,19,0.551032568845,1699.6731712,0.0274949119594,-0.0274949119594
10000.0,11000.0,3.62412748986e-18,3324.91006269,12000.0,1.60420336912,3,7.06841992345e-17,4.97389566516,0.00647568050981,20,0.21411565835,816.496580928,0.0348587135125,-0.0348587135125
3000.0,6333.33333333,5.36682220431e-18,2075.67419908,9000.0,1.53898658123,3,8.54871728961e-17,4.65986548215,0.00945791808382,21,0.116568661814,2494.43825785,0.0437562446014,-0.0437562446014
4000.0,8333.33333333,5.93894759736e-19,2895.33065595,11000.0,1.54515279087,3,1.92057018437e-16,4.68868796101,0.00922045231869,22,0.558160836915,3091.20616517,0.0388331713123,-0.0388331713123
10000.0,11333.3333333,-4.72226426849e-18,3922.63539799,13000.0,1.63183954349,3,-3.21502084214e-17,5.11327215891,0.00932905632903,23,0.725506305666,1247.21912892,0.0385096409052,-0.0385096409052
7000.0,9000.0,-3.32460838301e-18,3080.75065789,11000.0,1.63460359646,3,8.71525074331e-17,5.12742506467,0.00847831100507,24,0.436983340153,1632.99316186,0.0346390534732,-0.0346390534732
7000.0,8333.33333333,3.76735700451e-18,3705.40558691,11000.0,1.40765764813,3,1.50691091549e-16,4.08637246296,0.00659007979192,25,0.493847288689,1885.61808316,0.0261112461639,-0.0261112461639
5000.0,8333.33333333,-5.23664718053e-18,3165.13997901,11000.0,1.4571791226,3,8.63892291036e-17,4.29383006036,0.0062493415914,26,0.696160125313,2494.43825785,0.028213611639,-0.028213611639
6000.0,9666.66666667,-7.03871823e-19,4211.41651455,12000.0,1.42471278854,3,1.57252683097e-17,4.15666382979,0.00752397581427,27,0.711229301783,2624.66929134,0.0308871019113,-0.0308871019113
9000.0,10333.3333333,4.36635009063e-18,3630.60856931,12000.0,1.6062024144,3,1.25825276124e-17,4.98384865277,0.00876064129651,28,-0.00177584643205,1247.21912892,0.0271239548308,-0.0271239548308
10000.0,10000.0,1.63466944978e-18,4364.20598708,10000.0,1.6202354545,3,6.49480469406e-17,5.0542802295,0.00791401656133,29,0.55741165073,0.0,0.0216802525776,-0.0216802525776
8000.0,9666.66666667,1.06134363338e-18,3258.16503429,11000.0,1.61010934086,3,1.5358085174e-17,5.00335826941,0.00936554998024,30,0.614176785877,1247.21912892,0.0308100580195,-0.0308100580195
10000.0,10333.3333333,4.0047249951e-18,4925.12851583,11000.0,1.59422941362,3,-1.10582839182e-16,4.92453283173,0.00964240875541,31,0.754387974455,471.404520791,0.0298994773587,-0.0298994773587
4000.0,6000.0,-2.28232905175e-18,3714.36415911,9000.0,1.47934948753,3,-3.35472390608e-16,4.39008894423,0.00884894383888,32,0.0975283729267,2160.24689947,0.0234242167565,-0.0234242167565
4000.0,7666.66666667,2.31507482228e-17,3086.92593609,10000.0,1.52270546685,3,1.98683662115e-17,4.58461194724,0.00933096293468,33,0.504630291933,2624.66929134,0.0475355403796,-0.0475355403796
10000.0,10000.0,3.87117634617e-18,4856.29441339,10000.0,1.56197003729,3,1.73287310427e-16,4.76820554113,0.0080544420729,34,0.820980896021,0.0,0.0327881133674,-0.0327881133674
6000.0,10000.0,-6.1381154749e-18,4372.06205415,13000.0,1.53537076129,3,1.95769326676e-16,4.64304667284,0.0091078183965,35,0.374396774209,2943.92028878,0.022404393002,-0.022404393002
4000.0,6666.66666667,-1.83146770326e-18,3295.9050626,10000.0,1.53697795117,3,-4.84612350249e-16,4.65051493031,0.00775458797832,36,0.513765609792,2494.43825785,0.0262496684057,-0.0262496684057
5000.0,8666.66666667,4.25360276831e-18,3185.81843653,11000.0,1.55565119997,3,-7.47550169914e-17,4.73817101756,0.00654174456205,37,0.48056128311,2624.66929134,0.0246995478435,-0.0246995478435
8000.0,10333.3333333,2.48131802034e-18,3852.39891496,12000.0,1.59434722167,3,2.25190236828e-16,4.92511301548,0.00975434782602,38,0.35179657933,1699.6731712,0.0282920495874,-0.0282920495874
6000.0,10666.6666667,6.78912478407e-18,4990.18923448,13000.0,1.49197933603,3,1.29803575296e-16,4.44588671953,0.00917232528792,39,0.460732785787,3299.83164554,0.0305386946035,-0.0305386946035
10000.0,10666.6666667,-7.46008685625e-19,4014.39289633,11000.0,1.53187855325,3,-7.08692364052e-17,4.62686046716,0.00883721124408,40,0.446629474275,471.404520791,0.0392649195073,-0.0392649195073
11000.0,11333.3333333,6.08299500115e-18,4268.72912313,12000.0,1.56166710628,3,1.5358085174e-16,4.76676132255,0.00983012937522,41,0.567221128994,471.404520791,0.0314411225951,-0.0314411225951
2000.0,4333.33333333,7.3244304423e-19,1759.39022031,8000.0,1.494167059,3,-1.81151390185e-16,4.45562373509,0.00870824294499,42,-0.180134968875,2624.66929134,0.0342660426959,-0.0342660426959
5000.0,8000.0,-2.27464054107e-17,3567.45312725,11000.0,1.50779997957,3,-8.25265781638e-17,4.51678284096,0.00871256848459,43,0.482090812481,2449.48974278,0.0315405724773,-0.0315405724773
3000.0,5666.66666667,1.4300545113e-17,2385.00204824,10000.0,1.52151429199,3,5.55111512313e-17,4.57915412403,0.00663637122597,44,0.492831029458,3091.20616517,0.0371435450776,-0.0371435450776
9000.0,9666.66666667,8.17749603726e-18,4272.42167349,10000.0,1.54437766397,3,7.45699798207e-17,4.68505504103,0.00978536140677,45,0.603289894405,471.404520791,0.0309769740823,-0.0309769740823
4000.0,6666.66666667,1.18669732371e-17,3497.3878394,10000.0,1.47227167543,3,1.70234197109e-16,4.35912642229,0.00665812450545,46,0.583270699135,2494.43825785,0.0407514559945,-0.0407514559945
3000.0,8333.33333333,-3.77410751132e-18,4538.77711011,11000.0,1.49896402836,3,-8.19252073588e-17,4.47704857167,0.0090727019782,47,0.572278486561,3771.23616633,0.0362736739111,-0.0362736739111
4000.0,7666.66666667,-1.04115335834e-18,3776.20067383,12000.0,1.4933121501,3,-1.07229040462e-16,4.45181621047,0.00977766401005,48,0.258845056402,3299.83164554,0.0389669908049,-0.0389669908049
6000.0,8333.33333333,-9.69592011296e-20,4317.02271903,12000.0,1.47593957989,3,-9.73758111182e-17,4.37514464023,0.00827868216569,49,0.592657765596,2624.66929134,0.0257284114301,-0.0257284114301
7000.0,9000.0,-1.10031459606e-17,4162.29269472,11000.0,1.49064362302,3,1.3692750637e-16,4.43995225505,0.00855689872107,50,0.462853761672,1632.99316186,0.0396999882594,-0.0396999882594
3000.0,6000.0,-3.50212966763e-18,2431.10536457,9000.0,1.51444355568,3,5.36607795235e-18,4.54689033151,0.00659742714364,51,0.452570400862,2449.48974278,0.0303417366599,-0.0303417366599
9000.0,9000.0,3.29735254405e-18,4044.65437494,9000.0,1.52572689678,3,1.32486614272e-16,4.59848497867,0.0098751473045,52,0.550344212485,0.0,0.0316627389228,-0.0316627389228
9000.0,10000.0,4.92835337491e-18,3816.56134255,11000.0,1.46206882309,3,3.9135361618e-17,4.31487701801,0.00817594145755,53,0.5659918809,816.496580928,0.0592206307509,-0.0592206307509
10000.0,12333.3333333,-9.54189069562e-20,3834.42647343,15000.0,1.49836245946,3,-8.4859781239e-17,4.47435612842,0.00702101793458,54,0.261084876315,2054.80466766,0.0410546178439,-0.0410546178439
10000.0,10333.3333333,-7.67962658666e-18,4606.51845539,11000.0,1.55188081809,3,1.24159941587e-16,4.72033993954,0.00967870458098,55,0.509274445209,471.404520791,0.0307176774816,-0.0307176774816
6000.0,10000.0,-4.10018426986e-18,4524.73285788,13000.0,1.49272201415,3,7.88720940411e-17,4.44918980874,0.00867448586912,56,0.501429360723,2943.92028878,0.0307333139671,-0.0307333139671
5000.0,6666.66666667,-8.75137162754e-18,4028.52903808,9000.0,1.4517409062,3,6.78450351455e-17,4.27054266164,0.00819201153745,57,0.612826518184,1699.6731712,0.0270059963091,-0.0270059963091
5000.0,10333.3333333,1.15352583711e-18,4633.79107646,14000.0,1.43440550942,3,1.84111984917e-17,4.19714910136,0.00950494118616,58,0.539398336847,3858.61230093,0.0384790041872,-0.0384790041872
7000.0,10333.3333333,-4.91813363415e-18,3519.97770647,12000.0,1.46796111025,3,5.81941902074e-17,4.34037656402,0.00682371975483,59,0.674251540141,2357.02260396,0.0355022882934,-0.0355022882934
9000.0,12333.3333333,5.11485839842e-18,3585.98092164,15000.0,1.5259015121,3,1.83186799063e-17,4.59928801467,0.00743545975811,60,0.386309591356,2494.43825785,0.0368870585863,-0.0368870585863
7000.0,10333.3333333,1.51325532804e-18,4106.77008254,12000.0,1.51429728644,3,1.74212496281e-16,4.54622530994,0.00674105502277,61,0.593083441566,2357.02260396,0.0286335123445,-0.0286335123445
3000.0,4666.66666667,7.20049284631e-18,3073.37120912,6000.0,1.41980230592,3,-1.18285011415e-16,4.13630263689,0.00835370017192,62,0.095714854553,1247.21912892,0.0277584627576,-0.0277584627576
7000.0,8333.33333333,5.87206258845e-18,2270.68378407,9000.0,1.59999828696,3,8.78926561162e-17,4.95302393967,0.0096668442641,63,-2.05389004512,942.809041582,0.0336117291565,-0.0336117291565
4000.0,6333.33333333,-1.71158257501e-18,2695.76619091,9000.0,1.63656622178,3,9.64159307948e-17,5.13749816057,0.00911162024613,64,0.5108742329,2054.80466766,0.0237660201902,-0.0237660201902
6000.0,8000.0,-3.80724402601e-18,3127.21391642,10000.0,1.5849818358,3,-6.78161230875e-17,4.87920275088,0.00994056673017,65,0.458920216938,1632.99316186,0.0320189742821,-0.0320189742821
8000.0,10000.0,8.01082156146e-19,3169.66946043,11000.0,1.55637653608,3,-7.41652110096e-17,4.7416090308,0.00849232336239,66,0.648820043198,1414.21356237,0.0323271085678,-0.0323271085678
8000.0,10000.0,2.66352619629e-18,3206.51504219,14000.0,1.57408250561,3,-2.93283915672e-17,4.82631147239,0.0070689530631,67,0.503612786931,2828.42712475,0.0235951580921,-0.0235951580921
5000.0,8333.33333333,-3.44051318726e-18,3838.05020205,12000.0,1.58570928868,3,4.04520167363e-16,4.88275343229,0.00746981202819,68,0.469137059618,2867.44175568,0.0245145914325,-0.0245145914325
7000.0,7333.33333333,2.13318037266e-18,2974.03969624,8000.0,1.57162294774,3,4.08382818303e-19,4.81445546627,0.00853214434981,69,0.648493035596,471.404520791,0.031834471351,-0.031834471351
4000.0,9000.0,7.4837258756e-19,4137.41964704,13000.0,1.53473161344,3,2.10433522459e-16,4.6400800277,0.00976724325781,70,0.474776923784,3741.65738677,0.0378848878439,-0.0378848878439
8000.0,9000.0,4.98786436255e-18,3863.86181615,11000.0,1.56811690815,3,1.07309994224e-16,4.79760535067,0.00731863469695,71,0.224634900458,1414.21356237,0.0375977979877,-0.0375977979877
10000.0,11333.3333333,3.26611751647e-18,3666.76972842,13000.0,1.52160503845,3,1.15416935268e-17,4.57956968488,0.00844121597996,72,0.525447636238,1247.21912892,0.0263919046013,-0.0263919046013
8000.0,9333.33333333,-6.54964172816e-19,4394.47800848,10000.0,1.56598993989,3,1.05008594412e-16,4.78741184082,0.00664797769467,73,0.590539876809,942.809041582,0.0325881699569,-0.0325881699569
6000.0,10666.6666667,1.51921137929e-18,3104.198933,14000.0,1.57489959421,3,-1.52262461898e-16,4.83025660801,0.00953438251935,74,0.5978129679,3399.3463424,0.0344445172724,-0.0344445172724
7000.0,10333.3333333,-5.3446113844e-18,4455.83442846,13000.0,1.55135944964,3,-2.52205663761e-16,4.71787954463,0.00822043143384,75,0.463656439099,2494.43825785,0.0293083355887,-0.0293083355887
4000.0,8000.0,3.10729123074e-18,3188.24513804,13000.0,1.5230422093,3,-2.10942374679e-17,4.58615604067,0.00966942074818,76,0.318338229498,3741.65738677,0.0165411913022,-0.0165411913022
5000.0,11666.6666667,2.32848336566e-18,4208.44668548,15000.0,1.52946762876,3,6.63603946358e-17,4.61571889208,0.00929438916457,77,0.543953773149,4714.04520791,0.0338560796686,-0.0338560796686
4000.0,5333.33333333,5.5756739711e-18,3291.88991686,7000.0,1.51239411996,3,-1.11577413975e-16,4.53758131441,0.00653820993204,78,0.652463135255,1247.21912892,0.0108200018827,-0.0108200018827
7000.0,12333.3333333,1.21352562307e-18,5552.91532515,15000.0,1.48786338156,3,1.41368398469e-16,4.42762525965,0.00751900687069,79,0.0622285414576,3771.23616633,0.0234602202594,-0.0234602202594
7000.0,10000.0,5.02997328626e-18,4655.52670272,13000.0,1.5117143728,3,-1.55616260618e-16,4.53449795446,0.00903611439002,80,0.545172861999,2449.48974278,0.0237674324208,-0.0237674324208
5000.0,8333.33333333,8.83668633984e-18,3983.82153537,14000.0,1.52137393135,3,1.69810323414e-16,4.57851143612,0.00703598135787,81,0.335644286638,4027.6819912,0.0281697564746,-0.0281697564746
7000.0,9000.0,9.39391754174e-18,5213.55523901,12000.0,1.52874227401,3,1.29063426613e-17,4.61237207245,0.00534006768074,82,0.777160939308,2160.24689947,0.0232882734145,-0.0232882734145
8000.0,9666.66666667,-3.39802855806e-18,4986.96125509,13000.0,1.50320857087,3,6.65208628921e-17,4.49609198137,0.00814791048821,83,0.671024272368,2357.02260396,0.0303744523613,-0.0303744523613
7000.0,11666.6666667,-1.68622963352e-18,4464.71035803,15000.0,1.52830943522,3,-4.05138885403e-16,4.6103760909,0.009063654759,84,0.653063179257,3399.3463424,0.0289941372333,-0.0289941372333
10000.0,12333.3333333,2.58523322331e-18,4193.58683051,15000.0,1.51644661537,3,8.38449680055e-18,4.55600715193,0.00893490647002,85,0.637550078471,2054.80466766,0.0323059760125,-0.0323059760125
5000.0,9000.0,-5.43536227489e-19,3805.45393856,13000.0,1.49469206625,3,1.487698853e-16,4.45796358402,0.00843052330445,86,0.750099312838,3265.98632371,0.0237808349438,-0.0237808349438
5000.0,11666.6666667,4.39739378841e-18,5052.7985267,16000.0,1.50353550912,3,-4.83826700622e-17,4.49756216613,0.00895699019224,87,0.560042045643,4784.2333648,0.0304100045217,-0.0304100045217
7000.0,11000.0,-4.9611372297e-18,5021.85180348,15000.0,1.4532089929,3,4.08932147404e-17,4.27681679288,0.00914245889392,88,0.502307234075,3265.98632371,0.0363400941724,-0.0363400941724
6000.0,6000.0,3.18416356328e-18,3677.78077221,6000.0,1.48500047287,3,3.8395212935e-17,4.41496750048,0.00669838533619,89,0.548644426441,0.0,0.0261244073211,-0.0261244073211
3000.0,6666.66666667,7.11467873403e-18,2589.31659096,12000.0,1.48113029628,3,-1.2224018094e-16,4.3979138183,0.00776578522972,90,0.326342913849,3858.61230093,0.0395447905912,-0.0395447905912
6000.0,11333.3333333,1.67007261343e-18,4396.48804323,16000.0,1.41680626933,3,-6.38425044515e-17,4.12392866852,0.00771736844188,91,0.414639877511,4109.60933531,0.0211210534181,-0.0211210534181
5000.0,9666.66666667,5.63340148069e-18,3614.79004016,14000.0,1.34284114203,3,2.18995696998e-16,3.8299093788,0.00847037255593,92,0.230929716504,3681.78700573,0.0270094095522,-0.0270094095522
7000.0,9000.0,3.85570270772e-18,3490.51655268,13000.0,1.38608472276,3,-2.3860056231e-17,3.99916153446,0.00846469647469,93,0.63663887235,2828.42712475,0.02556865889,-0.02556865889
6000.0,9000.0,-1.12619747996e-18,4363.5188829,14000.0,1.49534819994,3,-5.33832237674e-17,4.46088956391,0.00939262670949,94,0.188477623312,3559.02608401,0.0359547312398,-0.0359547312398
2000.0,5333.33333333,6.62415815516e-18,2724.78410409,7000.0,1.55664262695,3,1.65469489962e-16,4.74287089758,0.0083152863214,95,0.564796674004,2357.02260396,0.0324358589344,-0.0324358589344
5000.0,9333.33333333,3.57844109027e-18,3575.20606945,14000.0,1.46491851884,3,-3.1317541153e-16,4.32719064144,0.00934529130426,96,-0.260896431086,3681.78700573,0.0314331893146,-0.0314331893146
7000.0,12333.3333333,-4.63433105258e-18,4652.49110731,15000.0,1.4806149461,3,-2.26670534194e-18,4.39564793652,0.00704957708367,97,0.595697480317,3771.23616633,0.0206336314262,-0.0206336314262
5000.0,9000.0,-2.25610018465e-18,4719.26501243,12000.0,1.50760086631,3,5.54648919386e-17,4.51588357914,0.00922434767852,98,0.185998147251,2943.92028878,0.0353751428424,-0.0353751428424
8000.0,11000.0,7.14140677528e-18,4775.08989612,14000.0,1.50173253483,3,-1.44328993201e-16,4.48946048293,0.00917129934762,99,0.624266167152,2449.48974278,0.0259943425887,-0.0259943425887
10000.0,11333.3333333,8.36139535932e-18,3928.07927286,13000.0,1.39671813238,3,-1.33180503662e-16,4.04191315211,0.00959591473988,100,0.0761041427655,1247.21912892,0.0364351025746,-0.0364351025746
6000.0,11000.0,-8.89481219098e-18,4035.68936103,14000.0,1.50218745155,3,-9.30736968977e-17,4.4915032782,0.00907091286295,101,0.492678186735,3559.02608401,0.0270206916163,-0.0270206916163
6000.0,8666.66666667,1.09277833944e-17,4141.77669711,13000.0,1.52136647836,3,-5.73846525853e-17,4.57847731263,0.00662740824479,102,0.409392390732,3091.20616517,0.0098302019088,-0.0098302019088
6000.0,8333.33333333,-3.28835877127e-18,4126.10093326,12000.0,1.55628198005,3,-1.0204799968e-16,4.74116070426,0.00953906453798,103,0.335855457715,2624.66929134,0.0389919587268,-0.0389919587268
6000.0,8000.0,5.69601586462e-18,3930.8686668,12000.0,1.52943195286,3,-2.55813888591e-17,4.6155542251,0.0093031807614,104,0.565179292545,2828.42712475,0.0271059550937,-0.0271059550937
5000.0,10750.0,4.55257194089e-18,5146.09833612,16000.0,1.51850165267,4,4.55413814144e-16,4.56537954359,0.00994052834337,105,0.65918595257,4815.34007106,0.0220176483808,-0.0220176483808
6000.0,9333.33333333,3.27925986676e-18,4739.61332883,15000.0,1.53351489178,3,-6.8648790356e-17,4.63443777507,0.00760021090112,106,0.193917703575,4027.6819912,0.034547680271,-0.034547680271
8000.0,11333.3333333,-1.40972584741e-18,4286.36141736,15000.0,1.52159209107,3,-1.51152238873e-17,4.57951039187,0.00789853767358,107,0.527109436685,2867.44175568,0.0319204856777,-0.0319204856777
5000.0,8000.0,2.06998121359e-18,4307.69513641,11000.0,1.55530730597,3,-2.20656826144e-17,4.73654186911,0.00890248169699,108,-0.00512005745978,2449.48974278,0.0136059262897,-0.0136059262897
12000.0,13333.3333333,-7.4681270516e-18,6720.66274528,15000.0,1.55385535468,3,1.2059797605e-16,4.72966963135,0.00884250078629,109,0.690636447946,1247.21912892,0.0279211188019,-0.0279211188019
7000.0,10333.3333333,-1.17931672385e-17,3454.63416836,14000.0,1.57095634423,3,1.6028844918e-17,4.81124720279,0.00924740076119,110,0.276059669492,2867.44175568,0.032062290072,-0.032062290072
6000.0,9666.66666667,1.03299855869e-17,5193.48976627,15000.0,1.56676463646,3,-1.00613961607e-17,4.79112206935,0.00800070771949,111,0.598943208221,3858.61230093,0.0280893445571,-0.0280893445571
12000.0,13000.0,-2.31390021008e-19,5286.07881854,14000.0,1.55539437921,3,-9.25879743245e-17,4.73695431315,0.00685010959448,112,0.785389295305,816.496580928,0.0222026064182,-0.0222026064182
12000.0,12666.6666667,3.9242046669e-18,5118.52249863,14000.0,1.55233756898,3,-1.42293584323e-16,4.72249645144,0.008725716917,113,0.767136907624,942.809041582,0.0358772066652,-0.0358772066652
6000.0,8333.33333333,6.3801355043e-18,4266.05256489,11000.0,1.5134499042,3,1.08616819242e-16,4.54237455111,0.00952878345823,114,-0.0827535404492,2054.80466766,0.0280638712574,-0.0280638712574
6000.0,9333.33333333,-2.8773880381e-18,5202.21211239,14000.0,1.54929926379,3,1.63665377547e-16,4.7081698413,0.00549018500969,115,0.738274837875,3399.3463424,0.0173301152162,-0.0173301152162
12000.0,13500.0,-9.14128695936e-18,6171.33667828,14000.0,1.51489780436,4,9.82820382455e-17,4.54895621961,0.00692999171899,116,0.716162876535,866.025403784,0.0242322923301,-0.0242322923301
4000.0,5333.33333333,-6.65633513678e-18,3537.3614164,7000.0,1.56240418495,3,-1.56402668594e-16,4.77027609583,0.00738445629851,117,0.0992022391681,1247.21912892,0.0190176252589,-0.0190176252589
11000.0,13666.6666667,-5.14678335363e-18,5229.67127735,15000.0,1.44829177648,3,-2.4383752529e-16,4.2558383791,0.00754250857047,118,-0.522266476082,1885.61808316,0.0211749865534,-0.0211749865534
5000.0,9333.33333333,6.73315809672e-18,4133.55682111,13000.0,1.50291054128,3,-3.83026943496e-17,4.49475221256,0.00797669101866,119,0.814977529272,3299.83164554,0.0246585066536,-0.0246585066536
5000.0,6666.66666667,5.78645038246e-18,4359.2759078,8000.0,1.55662723965,3,-1.26287869051e-16,4.74279791815,0.0062736725156,120,0.515557883545,1247.21912892,0.0104915212332,-0.0104915212332
6000.0,10000.0,-2.17772316067e-18,3973.67543991,14000.0,1.47511387371,3,5.20243570445e-16,4.37153354735,0.00833276554051,121,-0.00937074634867,3265.98632371,0.0368949350154,-0.0368949350154
5000.0,9666.66666667,-5.18998796421e-18,4576.07728946,12000.0,1.45870063387,3,8.03061321146e-17,4.30036814381,0.00810456167389,122,0.668200204717,3299.83164554,0.0268732184968,-0.0268732184968
5000.0,8666.66666667,1.09505942768e-17,3898.43302191,16000.0,1.42178010027,3,2.22337797625e-17,4.14449148811,0.00918543697225,123,0.667282049573,5185.4497287,0.0226357741899,-0.0226357741899
