StdReturn,ExplainedVariance,dLoss,MinReturn,Entropy,Iteration,LossBefore,MaxReturn,AverageDiscountedReturn,MeanKL,LossAfter,Perplexity,NumTrajs,AverageReturn,MeanKLBefore
2357.02260396,1.0325074129e-14,0.0,0.0,1.69015321131,0,0.00475478148814,5000.0,210.832897991,0.0220779215416,0.00475478148814,5.42031109448,3,3333.33333333,0.0220779215416
471.404520791,-1.04505783948,0.0,1000.0,1.7041845222,1,-0.0107532574705,2000.0,101.710306216,0.0226136534042,-0.0107532574705,5.49690123806,3,1666.66666667,0.0226136534042
1885.61808316,0.0992425000341,0.0,2000.0,1.72260989442,2,-0.00540435801569,6000.0,242.399801965,0.0158808487426,-0.00540435801569,5.59912253015,3,3333.33333333,0.0158808487426
2160.24689947,0.176526992936,0.0,4000.0,1.71363427,3,0.00856382008817,9000.0,633.077673348,0.0182711545723,0.00856382008817,5.54909177376,3,6000.0,0.0182711545723
2054.80466766,-0.271988644063,0.0,2000.0,1.7104389865,4,-0.0106049610701,7000.0,635.924153342,0.0166327345528,-0.0106049610701,5.5313891499,3,4333.33333333,0.0166327345528
3299.83164554,0.418822951186,0.0,0.0,1.70723089111,5,0.0230167430225,7000.0,1395.87746805,0.0178026837713,0.0230167430225,5.51367235965,3,4666.66666667,0.0178026837713
942.809041582,-0.166492589171,0.0,4000.0,1.71110967845,6,0.00383553182457,6000.0,613.226923482,0.0166182344101,0.00383553182457,5.53510025241,3,4666.66666667,0.0166182344101
2054.80466766,0.202050179783,0.0,4000.0,1.6961564315,7,-0.00278328849327,9000.0,799.94848249,0.0208053689411,-0.00278328849327,5.45294828158,3,6333.33333333,0.0208053689411
2449.48974278,-0.242824706646,0.0,0.0,1.70025633618,8,-0.025179807167,6000.0,349.33651541,0.0197831698892,-0.025179807167,5.47535074233,3,3000.0,0.0197831698892
816.496580928,0.213885826521,0.0,4000.0,1.71111754513,9,0.00666985237212,6000.0,498.202751121,0.0152529854206,0.00666985237212,5.53514379546,3,5000.0,0.0152529854206
3559.02608401,-0.190193691115,0.0,1000.0,1.70902205378,10,0.0015267658072,9000.0,1262.28208396,0.0196820136593,0.0015267658072,5.5235570937,3,6000.0,0.0196820136593
0.0,-2.37188587182,0.0,3000.0,1.71022642421,11,-0.0132437190033,3000.0,216.081774837,0.0147142587703,-0.0132437190033,5.5302135101,3,3000.0,0.0147142587703
1699.6731712,-0.351431694558,0.0,2000.0,1.71768815024,12,0.0124111252979,6000.0,1115.11609417,0.0110820585008,0.0124111252979,5.57163278568,3,3666.66666667,0.0110820585008
3091.20616517,0.189198538783,0.0,0.0,1.71519709076,13,0.00507858587039,7000.0,1596.93085071,0.0163409923545,0.00507858587039,5.55777078967,3,4333.33333333,0.0163409923545
2054.80466766,0.149189171953,0.0,0.0,1.71361268663,14,0.00361668641145,5000.0,340.775490697,0.0167657415778,0.00361668641145,5.54897200695,3,2333.33333333,0.0167657415778
2054.80466766,0.300919317471,0.0,0.0,1.70173912346,15,0.00323930035364,5000.0,223.000346388,0.0165948186313,0.00323930035364,5.48347554499,3,2333.33333333,0.0165948186313
1632.99316186,0.12913727012,0.0,1000.0,1.69501198353,16,0.00258364932911,5000.0,850.574233709,0.0151477076695,0.00258364932911,5.44671123567,3,3000.0,0.0151477076695
1247.21912892,-0.0340291237545,0.0,1000.0,1.73753214457,17,0.000657390529517,4000.0,413.125166586,0.0138906306468,0.000657390529517,5.68330053782,3,2666.66666667,0.0138906306468
816.496580928,-0.248835017893,0.0,2000.0,1.70390164656,18,-0.0208494830745,4000.0,926.045946125,0.0180983552066,-0.0208494830745,5.49534651849,3,3000.0,0.0180983552066
942.809041582,-0.115807930392,0.0,2000.0,1.72708629185,19,0.00978406782735,4000.0,274.103890611,0.0114105228296,0.00978406782735,5.62424260963,3,2666.66666667,0.0114105228296
2943.92028878,0.194761423615,0.0,3000.0,1.71532653382,20,0.000265279081182,10000.0,1444.53117522,0.0175984923786,0.000265279081182,5.5584902511,3,7000.0,0.0175984923786
816.496580928,-1.22075932963,0.0,2000.0,1.7107121964,21,-0.0276549360504,4000.0,342.100050848,0.012827752177,-0.0276549360504,5.53290058665,3,3000.0,0.012827752177
3091.20616517,0.206159433416,0.0,0.0,1.68021342439,22,-0.00932232390264,7000.0,631.362102882,0.0270520110582,-0.00932232390264,5.36670123386,3,4333.33333333,0.0270520110582
2494.43825785,0.186194389151,0.0,1000.0,1.71102508256,23,-0.0104304290131,7000.0,540.540747212,0.0188374226879,-0.0104304290131,5.5346320255,3,3666.66666667,0.0188374226879
942.809041582,0.0814882073452,0.0,6000.0,1.71420239412,24,0.0102428438153,8000.0,634.483014875,0.0158251244013,0.0102428438153,5.55224524233,3,6666.66666667,0.0158251244013
3091.20616517,0.0131944088945,0.0,4000.0,1.67550269827,25,0.0101598034058,11000.0,511.151789046,0.025916366563,0.0101598034058,5.34147962686,3,6666.66666667,0.025916366563
942.809041582,-0.60290487513,0.0,3000.0,1.71494001859,26,-0.0165372836993,5000.0,461.384079587,0.0175172024277,-0.0165372836993,5.5563422251,3,3666.66666667,0.0175172024277
1414.21356237,0.293663121251,0.0,3000.0,1.72038986732,27,0.00841541758878,6000.0,508.740883245,0.0139131061304,0.00841541758878,5.58670611388,3,4000.0,0.0139131061304
471.404520791,-0.443891599092,0.0,2000.0,1.7116826439,28,0.00467917112495,3000.0,104.881092967,0.0143169262663,0.00467917112495,5.53827258237,3,2333.33333333,0.0143169262663
2494.43825785,-0.0727749598751,0.0,2000.0,1.71295744279,29,-0.00176041885691,8000.0,805.560124182,0.0190133760036,-0.00176041885691,5.54533726821,3,5333.33333333,0.0190133760036
2054.80466766,-0.523338711569,0.0,2000.0,1.70002600178,30,0.00800120132821,7000.0,152.479261454,0.0196203252094,0.00800120132821,5.47408972596,3,4666.66666667,0.0196203252094
1699.6731712,-0.452013667954,0.0,3000.0,1.71744135355,31,0.00162851851132,7000.0,368.271703713,0.0197320573996,0.00162851851132,5.5702578948,3,4666.66666667,0.0197320573996
942.809041582,-0.0273917390816,0.0,2000.0,1.7229725665,32,0.00443037926704,4000.0,358.754432337,0.0154548350168,0.00443037926704,5.60115354384,3,2666.66666667,0.0154548350168
3091.20616517,0.179617418461,0.0,1000.0,1.71903559881,33,0.015787693088,8000.0,804.073402868,0.0140996185043,0.015787693088,5.57914533453,3,3666.66666667,0.0140996185043
942.809041582,-1.89290531423,0.0,3000.0,1.72104166818,34,-0.00949850686729,5000.0,1029.01690718,0.0132746535862,-0.00949850686729,5.59034872072,3,4333.33333333,0.0132746535862
1885.61808316,0.277596231847,0.0,3000.0,1.71226381365,35,0.000838613562551,7000.0,666.845738239,0.0177799955424,0.000838613562551,5.54149219434,3,4333.33333333,0.0177799955424
1699.6731712,0.28143622761,0.0,3000.0,1.72080615844,36,0.00578956069144,7000.0,789.466027336,0.0160320852726,0.00578956069144,5.58903229417,3,5333.33333333,0.0160320852726
2054.80466766,0.53995501728,0.0,4000.0,1.7150452112,37,0.000721383205583,9000.0,1078.38716968,0.019368010709,0.000721383205583,5.55692674201,3,6333.33333333,0.019368010709
4242.64068712,-0.061407983619,0.0,0.0,1.6725552966,38,0.00919956023222,9000.0,378.102373165,0.0263926120224,0.00919956023222,5.3257593193,3,3000.0,0.0263926120224
2449.48974278,-1.27841793089,0.0,2000.0,1.70926093212,39,-0.00305738251807,8000.0,547.901526735,0.014816471476,-0.00305738251807,5.52487670944,3,5000.0,0.014816471476
471.404520791,-0.173575962456,0.0,6000.0,1.72992223157,40,-0.0177307229568,7000.0,1036.40863743,0.0159737764405,-0.0177307229568,5.64021526067,3,6333.33333333,0.0159737764405
2160.24689947,0.334849081643,0.0,2000.0,1.70688670502,41,-0.00210542252462,7000.0,543.441908326,0.0137847695081,-0.00210542252462,5.51177495682,3,4000.0,0.0137847695081
2160.24689947,-0.079409177931,0.0,3000.0,1.70414973476,42,0.0132781502977,8000.0,1568.40185502,0.0205188519236,0.0132781502977,5.49671001825,3,6000.0,0.0205188519236
2054.80466766,0.23345623846,0.0,3000.0,1.73138063149,43,-0.00871228078493,8000.0,924.762574341,0.0152253081444,-0.00871228078493,5.64844695128,3,5666.66666667,0.0152253081444
2054.80466766,0.192691806322,0.0,0.0,1.67494596711,44,-0.00485726590127,5000.0,368.301661993,0.0227409135725,-0.00485726590127,5.33850668631,3,2666.66666667,0.0227409135725
2357.02260396,0.330993700916,0.0,3000.0,1.70708262542,45,-0.00702472401615,8000.0,929.371737123,0.0207244629101,-0.00702472401615,5.51285493182,3,4666.66666667,0.0207244629101
2867.44175568,0.11602645149,0.0,2000.0,1.69119341915,46,-0.00754280870501,9000.0,1143.19592725,0.0215828942131,-0.00754280870501,5.42595227808,3,5666.66666667,0.0215828942131
1247.21912892,0.0562404179226,0.0,5000.0,1.71888576859,47,0.0156619737129,8000.0,1500.68425808,0.0141235428021,0.0156619737129,5.57830947259,3,6333.33333333,0.0141235428021
2357.02260396,0.361611480711,0.0,0.0,1.69211888857,48,-0.0405216317761,5000.0,612.048444771,0.0219302757584,-0.0405216317761,5.43097615534,3,3333.33333333,0.0219302757584
942.809041582,0.185320670141,0.0,4000.0,1.72285459711,49,0.00540425908783,6000.0,531.080871972,0.0129074319823,0.00540425908783,5.60049281817,3,5333.33333333,0.0129074319823
2357.02260396,0.360681367133,0.0,1000.0,1.70480708058,50,0.0102945802641,6000.0,450.010866794,0.0257784030665,0.0102945802641,5.50032444544,3,4333.33333333,0.0257784030665
1247.21912892,0.195014349698,0.0,3000.0,1.69375939903,51,0.0113976172782,6000.0,166.586386442,0.0236112979456,0.0113976172782,5.43989304063,3,4333.33333333,0.0236112979456
1885.61808316,-0.404715100233,0.0,3000.0,1.7083921836,52,0.000430379086818,7000.0,1521.56009824,0.0185323683964,0.000430379086818,5.52007906526,3,5666.66666667,0.0185323683964
1632.99316186,-1.53637892804,0.0,2000.0,1.70182454368,53,-0.00878547688083,6000.0,539.878436944,0.0176924042193,-0.00878547688083,5.48394396469,3,4000.0,0.0176924042193
1414.21356237,0.166208324129,0.0,2000.0,1.6927951037,54,-0.000416007791002,5000.0,578.791981494,0.0214155619533,-0.000416007791002,5.43464990557,3,4000.0,0.0214155619533
942.809041582,0.0790445227707,0.0,0.0,1.70185231141,55,0.00221885815111,2000.0,142.860291653,0.0134055544486,0.00221885815111,5.48409624348,3,1333.33333333,0.0134055544486
2054.80466766,0.185612525517,0.0,5000.0,1.70115351848,56,0.027409226595,10000.0,1981.96546057,0.0167225721491,0.027409226595,5.48026533443,3,7333.33333333,0.0167225721491
1699.6731712,-0.654429307916,0.0,2000.0,1.71323521302,57,0.000709335917268,6000.0,401.855424785,0.0148478511346,0.000709335917268,5.54687781175,3,4333.33333333,0.0148478511346
1414.21356237,0.0586024485429,0.0,2000.0,1.68934840557,58,0.00249085419857,5000.0,930.487376041,0.0145617673672,0.00249085419857,5.41595055193,3,4000.0,0.0145617673672
1247.21912892,0.160788321166,0.0,0.0,1.70620844989,59,-0.00181619836677,3000.0,333.334009103,0.0182246218739,-0.00181619836677,5.50803783473,3,1666.66666667,0.0182246218739
2160.24689947,0.182236405525,0.0,3000.0,1.73281209667,60,0.00666919032915,8000.0,1062.98725108,0.0150331072678,0.00666919032915,5.65653829626,3,5000.0,0.0150331072678
942.809041582,-7.02966604423,0.0,0.0,1.65484754755,61,-0.0163451888744,2000.0,483.710835084,0.0245838384817,-0.0163451888744,5.23228218713,3,666.666666667,0.0245838384817
2867.44175568,0.0243872127977,0.0,0.0,1.69078858091,62,0.00599290586057,7000.0,630.03073131,0.0170794658093,0.00599290586057,5.42375608968,3,3666.66666667,0.0170794658093
816.496580928,0.236899851008,0.0,6000.0,1.71562522647,63,0.00435805292741,8000.0,1914.54683202,0.0202928457387,0.00435805292741,5.5601507793,3,7000.0,0.0202928457387
4027.6819912,0.0468918698776,0.0,0.0,1.70226139807,64,0.0108770140583,9000.0,669.32265747,0.0236614608491,0.0108770140583,5.48634017303,3,3333.33333333,0.0236614608491
4320.49379894,-0.0782987387445,0.0,0.0,1.66143781503,65,-0.0102938235895,10000.0,143.190074396,0.0306069528585,-0.0102938235895,5.26687819953,3,4000.0,0.0306069528585
2828.42712475,-0.324503181593,0.0,1000.0,1.70690862746,66,-0.00629796193867,7000.0,735.36710119,0.025828616948,-0.00629796193867,5.5118957897,3,5000.0,0.025828616948
1699.6731712,-0.0846207889456,0.0,2000.0,1.71202947653,67,0.00700538912385,6000.0,691.262496445,0.0142701862696,0.00700538912385,5.54019376917,3,4333.33333333,0.0142701862696
2449.48974278,0.00520109480088,0.0,2000.0,1.7220098527,68,0.00344152381433,8000.0,1227.746855,0.0157538998051,0.00344152381433,5.59576383084,3,5000.0,0.0157538998051
816.496580928,-7.4026824176,0.0,4000.0,1.7227431589,69,-0.000981927521266,6000.0,1049.97793433,0.0144486280964,-0.000981927521266,5.59986874405,3,5000.0,0.0144486280964
942.809041582,-0.269884093965,0.0,2000.0,1.72162625863,70,-0.00711405849947,4000.0,244.456939887,0.0126837047961,-0.00711405849947,5.59361774064,3,2666.66666667,0.0126837047961
471.404520791,0.103210498326,0.0,6000.0,1.72458732713,71,0.00768338626104,7000.0,947.606734531,0.0149936057028,0.00768338626104,5.61020537239,3,6333.33333333,0.0149936057028
1247.21912892,-0.576815801032,0.0,2000.0,1.7069728161,72,0.0129544010875,5000.0,337.410048526,0.0171260017246,0.0129544010875,5.51224960219,3,3333.33333333,0.0171260017246
1699.6731712,-0.140862640305,0.0,4000.0,1.71972890799,73,0.00680225703541,8000.0,1263.50002735,0.0142142665389,0.00680225703541,5.5830147484,3,6333.33333333,0.0142142665389
1632.99316186,-1.87949102512,0.0,0.0,1.70259843434,74,0.00408990537269,4000.0,269.357557021,0.0182018701771,0.00408990537269,5.4881895803,3,2000.0,0.0182018701771
942.809041582,-0.0230592152621,0.0,3000.0,1.71701994408,75,0.00636055868941,5000.0,446.167007651,0.016764246083,0.00636055868941,5.56791102993,3,4333.33333333,0.016764246083
816.496580928,0.0873103479629,0.0,7000.0,1.67759800696,76,-0.00401147925029,9000.0,1873.07458353,0.0166168783142,-0.00401147925029,5.35268340912,3,8000.0,0.0166168783142
2160.24689947,-0.154640498466,0.0,2000.0,1.69198967717,77,-0.0154904003857,7000.0,379.016938617,0.0195338504331,-0.0154904003857,5.43027445664,3,4000.0,0.0195338504331
2160.24689947,0.2876596319,0.0,0.0,1.70476128072,78,-0.00442000402464,5000.0,613.301692782,0.0167398264691,-0.00442000402464,5.5000725371,3,3000.0,0.0167398264691
2054.80466766,0.23753593242,0.0,3000.0,1.71555120619,79,-0.00409276399242,8000.0,1035.1894392,0.0196616596626,-0.00409276399242,5.55973923058,3,5666.66666667,0.0196616596626
471.404520791,0.317614472155,0.0,4000.0,1.72338038692,80,-0.0177763296888,5000.0,1169.79552736,0.0195044137102,-0.0177763296888,5.60343827448,3,4666.66666667,0.0195044137102
2054.80466766,-0.457076392,0.0,2000.0,1.70325213394,81,0.0228904329913,7000.0,240.870742518,0.0135126000069,0.0228904329913,5.49177838052,3,4333.33333333,0.0135126000069
3681.78700573,0.134403244719,0.0,0.0,1.68870525667,82,0.0276147676138,9000.0,738.280490321,0.0205128601922,0.0276147676138,5.41246840917,3,4666.66666667,0.0205128601922
3299.83164554,0.443519761585,0.0,0.0,1.70000991727,83,-0.0134417604647,8000.0,579.638146838,0.0200125815587,-0.0134417604647,5.47400167862,3,4333.33333333,0.0200125815587
2494.43825785,-0.0118317818847,0.0,3000.0,1.72698010273,84,0.00400221959395,9000.0,1233.48802732,0.0147815075858,0.00400221959395,5.623645408,3,6333.33333333,0.0147815075858
3091.20616517,-1.1691683507,0.0,0.0,1.70265939356,85,0.00210452362083,7000.0,514.171350938,0.0216054261101,0.00210452362083,5.48852414625,3,4333.33333333,0.0216054261101
1632.99316186,-0.153979759715,0.0,3000.0,1.70898087887,86,0.00488059524795,7000.0,646.258051963,0.0166554350858,0.00488059524795,5.52332966639,3,5000.0,0.0166554350858
1632.99316186,0.213917070611,0.0,0.0,1.70863321059,87,0.0143285379206,4000.0,229.663312766,0.0156877265703,0.0143285379206,5.52140971367,3,2000.0,0.0156877265703
1885.61808316,0.277261305699,0.0,1000.0,1.69046573513,88,0.00807948342736,5000.0,356.737909969,0.0215467074016,0.00807948342736,5.42200533556,3,2333.33333333,0.0215467074016
2054.80466766,0.0779242166977,0.0,2000.0,1.72573994134,89,-0.00443341328383,7000.0,668.525170419,0.012350401482,-0.00443341328383,5.61667550287,3,4333.33333333,0.012350401482
1699.6731712,0.0698338875106,0.0,2000.0,1.72461556965,90,0.00852910985855,6000.0,777.517030248,0.0131120147474,0.00852910985855,5.61036382096,3,4333.33333333,0.0131120147474
3399.3463424,0.0164423292015,0.0,2000.0,1.69998479019,91,0.00464934224186,10000.0,1098.03394545,0.0198770658162,0.00464934224186,5.47386413466,3,5333.33333333,0.0198770658162
2054.80466766,-1.27779429888,0.0,2000.0,1.70375016504,92,0.00485292877808,7000.0,727.736188818,0.0152976465844,0.00485292877808,5.49451413808,3,4333.33333333,0.0152976465844
3858.61230093,0.275842828524,0.0,0.0,1.69888168432,93,0.000869339600854,9000.0,836.47484635,0.0242683637964,0.000869339600854,5.4678292122,3,5333.33333333,0.0242683637964
2828.42712475,0.16993035521,0.0,2000.0,1.70708927765,94,0.00359193307239,8000.0,1205.23478187,0.0204100614749,0.00359193307239,5.51289160469,3,6000.0,0.0204100614749
2160.24689947,-1.2563938114,0.0,2000.0,1.70255320475,95,-0.0175615471969,7000.0,313.994512035,0.0174437026177,-0.0175615471969,5.48794135736,3,4000.0,0.0174437026177
1247.21912892,0.208571920984,0.0,3000.0,1.68611712188,96,-0.000479181846414,6000.0,439.101828836,0.0197847706456,-0.000479181846414,5.39847832334,3,4333.33333333,0.0197847706456
4027.6819912,0.07548232956,0.0,1000.0,1.70096017298,97,0.0141519787535,10000.0,309.40812244,0.0190749833222,0.0141519787535,5.47920585219,3,4333.33333333,0.0190749833222
471.404520791,-0.766494275319,0.0,6000.0,1.72229655068,98,0.00380810339377,7000.0,1541.75790403,0.0168150828257,0.00380810339377,5.59736835501,3,6666.66666667,0.0168150828257
2494.43825785,0.0872818422213,0.0,2000.0,1.7221464083,99,-0.0125491545232,8000.0,1094.42424303,0.0185609718659,-0.0125491545232,5.59652801591,3,4666.66666667,0.0185609718659
1699.6731712,0.142423011497,0.0,1000.0,1.70625256298,100,0.00734898932927,5000.0,566.277117494,0.0145768891433,0.00734898932927,5.50828081662,3,3333.33333333,0.0145768891433
3091.20616517,0.0993158313847,0.0,1000.0,1.71434778422,101,0.0348559966584,8000.0,764.622131087,0.0211267599447,0.0348559966584,5.55305254252,3,5333.33333333,0.0211267599447
1414.21356237,-0.446495240199,0.0,4000.0,1.70494972997,102,0.0127073307524,7000.0,735.633151677,0.0142881974319,0.0127073307524,5.50110911932,3,5000.0,0.0142881974319
1699.6731712,0.0870668326091,0.0,0.0,1.70238862393,103,-0.00831438879794,4000.0,578.515376413,0.0202861248551,-0.00831438879794,5.48703822177,3,2333.33333333,0.0202861248551
1247.21912892,0.0317266151147,0.0,3000.0,1.71761943323,104,0.0154883708648,6000.0,710.864185468,0.018523671046,0.0154883708648,5.57124993288,3,4666.66666667,0.018523671046
1247.21912892,0.125221023199,0.0,5000.0,1.69457690378,105,-0.0152416744148,8000.0,1037.48837554,0.0178004555286,-0.0152416744148,5.44434199733,3,6666.66666667,0.0178004555286
1885.61808316,-1.79545039611,0.0,2000.0,1.70538898689,106,-0.00348588134347,6000.0,347.840400609,0.0175370028432,-0.00348588134347,5.50352605038,3,3333.33333333,0.0175370028432
1699.6731712,0.251077582847,0.0,0.0,1.69349059374,107,0.00526247193147,4000.0,213.629668716,0.0212178945972,0.00526247193147,5.43843096514,3,2333.33333333,0.0212178945972
1414.21356237,0.132823610221,0.0,3000.0,1.71100224408,108,-0.0185460342189,6000.0,680.202577305,0.0176892493827,-0.0185460342189,5.53450562438,3,4000.0,0.0176892493827
1699.6731712,-0.76437347748,0.0,0.0,1.70002948456,109,0.00788078895465,4000.0,337.992630704,0.0141190707356,0.00788078895465,5.47410879104,3,1666.66666667,0.0141190707356
1247.21912892,0.0807397856552,0.0,3000.0,1.71805119358,110,-0.00389284481753,6000.0,609.791801406,0.0145345355483,-0.00389284481753,5.57365589704,3,4666.66666667,0.0145345355483
