MinReturn,Iteration,NumTrajs,ExplainedVariance,Entropy,Perplexity,MeanKL,LossAfter,dLoss,AverageDiscountedReturn,StdReturn,MaxReturn,MeanKLBefore,LossBefore,AverageReturn
0.0,0,3,4.18554080284e-14,1.56555486819,4.78532942647,0.00628362130826,-0.0220945978393,0.0220945978393,1115.30982743,2357.02260396,5000.0,4.04889477197e-18,-1.62101813454e-15,1666.66666667
0.0,1,3,0.267903923625,1.58241677703,4.86670334679,0.00481863714666,-0.0364820257249,0.0364820257249,965.544043707,1885.61808316,4000.0,3.79965663523e-18,-1.74767607793e-16,1333.33333333
4000.0,2,3,-1.02536494591,1.54439890813,4.68515457211,0.0070256262217,-0.0182669928062,0.0182669928062,1600.64098159,1885.61808316,8000.0,-7.96424421135e-18,1.83371836234e-16,5333.33333333
4000.0,3,3,-0.0252469268348,1.5521385692,4.7215567692,0.00625755087104,-0.0170713892472,0.0170713892472,2554.25410185,471.404520791,5000.0,-1.44113646327e-17,7.53563877964e-17,4333.33333333
4000.0,4,3,0.16725042111,1.54795775625,4.70185803057,0.00791620768944,-0.022085145505,0.022085145505,1735.18335454,0.0,4000.0,-5.89331167314e-18,1.79671092819e-16,4000.0
0.0,5,3,-0.265672998473,1.54859654262,4.70486247291,0.00821327855721,-0.0183435345531,0.0183435345531,1832.28846882,2867.44175568,7000.0,1.24560115146e-18,1.1819249283e-16,3333.33333333
0.0,6,3,0.443095476026,1.52587038189,4.59914484013,0.00676885308935,-0.0170005157551,0.0170005157551,1635.49161816,2160.24689947,5000.0,9.77656249717e-18,-7.77156117238e-18,3000.0
0.0,7,3,0.291058089617,1.54558339777,4.69070737717,0.00773923442532,-0.0280389161674,0.0280389161674,1594.70404399,2494.43825785,6000.0,-4.5056537196e-18,-4.4408920985e-18,3333.33333333
4000.0,8,3,0.515844621815,1.54930740468,4.70820817016,0.00661196748093,-0.0231548603722,0.0231548603722,2936.3756467,816.496580928,6000.0,1.13503938687e-17,-1.59432652265e-16,5000.0
0.0,9,3,0.330199859421,1.54772015382,4.7007409904,0.00655350764361,-0.0152640496878,0.0152640496878,2601.16506641,3741.65738677,9000.0,5.16366888689e-18,-2.0460485158e-16,5000.0
0.0,10,3,0.00332292549114,1.47815383012,4.38484303864,0.00469693625061,-0.0163777132533,0.0163777132533,1769.17370136,2867.44175568,7000.0,2.26326617841e-18,6.29126380621e-17,3333.33333333
5000.0,11,3,0.0473207238506,1.44533850373,4.24328826863,0.00741268579559,-0.0196457390256,0.0196457390256,2763.02578846,2054.80466766,10000.0,2.98588155764e-18,-6.14785999886e-17,7333.33333333
0.0,12,3,0,1.47654454772,4.3777922628,0.00329875626608,-0.0122518706422,0.0122518706422,0.0,0.0,0.0,1.92581935765e-17,1.55616260618e-16,0.0
0.0,13,3,9.32587340685e-15,1.52659048309,4.60245788254,0.00856794472623,-0.0141964524481,0.0141964524481,2377.82271129,3741.65738677,9000.0,-7.9209606607e-20,2.25171733111e-15,5000.0
8000.0,14,3,0.327361000406,1.52343031422,4.58793629583,0.00735192584678,-0.0212108760204,0.0212108760204,3640.26210893,471.404520791,9000.0,6.32602857741e-18,-3.35148575559e-17,8333.33333333
0.0,15,3,-0.0188340478363,1.48601300246,4.41944004962,0.00955207438644,-0.0254733244252,0.0254733244252,2385.57620206,3559.02608401,8000.0,-2.78746086687e-18,-7.71142409188e-17,5000.0
8000.0,16,3,0.399062015741,1.45827344359,4.29853146066,0.00651006828404,-0.0306133250173,0.0306133250173,3459.85481311,0.0,8000.0,-5.15386306761e-18,-2.66939248483e-16,8000.0
7000.0,17,3,0.324196060577,1.52846122652,4.611075959,0.00862442444175,-0.0216988686187,0.0216988686187,3595.74885993,1247.21912892,10000.0,-4.33700366357e-18,6.85909662401e-17,8333.33333333
7000.0,18,3,0.323762847284,1.50268812215,4.49375260485,0.0057453295531,-0.0163797316785,0.0163797316785,3919.4317113,1247.21912892,10000.0,-5.8970273409e-18,5.05382772668e-17,8666.66666667
5000.0,19,3,0.596101114589,1.52781522938,4.60809817902,0.00685644577971,-0.0224159885322,0.0224159885322,4092.04078794,2160.24689947,10000.0,-2.08236549094e-19,-5.59737441582e-17,7000.0
7000.0,20,3,0.698569855576,1.51796508049,4.56293054504,0.00823037938903,-0.0170876742479,0.0170876742479,4147.78827915,0.0,7000.0,-4.3444912274e-18,6.26813415986e-18,7000.0
6000.0,21,3,0.417200833678,1.4820610207,4.40200896951,0.00905807212298,-0.0240844539199,0.0240844539199,3279.58244306,942.809041582,8000.0,1.46405110476e-18,-1.70696790036e-17,7333.33333333
4000.0,22,3,0.506100974381,1.44605434033,4.24632685714,0.00845563645786,-0.0248919419868,0.0248919419868,4298.4782911,2357.02260396,9000.0,2.40002165606e-18,-4.70919599612e-17,7333.33333333
0.0,23,3,-3.71820332941,1.41078496597,4.09917185192,0.00825285825666,-0.0261728203587,0.0261728203587,2186.50688632,4496.91252108,10000.0,-9.802900326e-18,-4.32894461018e-16,6333.33333333
7000.0,24,3,0.148456023058,1.50603175374,4.50880320586,0.00787376429029,-0.0157095281215,0.0157095281215,3535.48058568,816.496580928,9000.0,-5.20626727256e-18,-2.33355001988e-16,8000.0
6000.0,25,3,0.40632747579,1.51248182911,4.53797931926,0.00707486738409,-0.0186960827954,0.0186960827954,3702.92255918,1247.21912892,9000.0,-1.57738831391e-18,-1.36372394858e-16,7666.66666667
8000.0,26,3,0.73809939312,1.50395842379,4.49946465342,0.00595941313015,-0.0192081704411,0.0192081704411,5099.99115204,1247.21912892,11000.0,1.16578078335e-18,-2.26227818307e-17,9333.33333333
6000.0,27,3,0.722237216312,1.55190079896,4.72043425697,0.0067161656658,-0.0271163492286,0.0271163492286,4690.64057726,1632.99316186,10000.0,3.26651029408e-18,-1.28138240759e-17,8000.0
6000.0,28,3,0.549437096453,1.56491662979,4.78227621989,0.00571743017008,-0.0263705856053,0.0263705856053,3641.19399758,2160.24689947,11000.0,4.25130515971e-18,-2.75792120622e-16,9000.0
8000.0,29,3,0.325513567425,1.51813445917,4.56370347364,0.00982623003986,-0.0265746575085,0.0265746575085,3341.87978351,471.404520791,9000.0,-4.54656994957e-18,1.85962356625e-16,8666.66666667
6000.0,30,3,0.561796768636,1.54926128935,4.70799105458,0.00912579821471,-0.0249256184994,0.0249256184994,3853.5731811,1247.21912892,9000.0,2.56277215141e-18,4.45939581558e-17,7333.33333333
6000.0,31,3,0.717638715529,1.50176339131,4.489599014,0.00794062236242,-0.017784778356,0.017784778356,3702.65714967,471.404520791,7000.0,-6.55099855143e-19,1.17729899903e-16,6666.66666667
7000.0,32,3,0.786059289746,1.56676512764,4.79112442263,0.00684719392033,-0.0277456152995,0.0277456152995,3799.80033482,0.0,7000.0,4.79265096464e-18,-7.71605002114e-17,7000.0
7000.0,33,3,0.862628843824,1.44350099312,4.23549834068,0.00758364818592,-0.0209618888224,0.0209618888224,4637.62670543,1247.21912892,10000.0,4.99194093795e-19,1.05471187339e-17,8333.33333333
6000.0,34,3,0.622715556285,1.49515295328,4.46001867516,0.00695674944894,-0.0288508637486,0.0288508637486,4137.15250746,1699.6731712,10000.0,2.09436987172e-18,-2.02407535177e-16,8333.33333333
6000.0,35,3,0.657830661424,1.42374715501,4.15265195315,0.00997043525944,-0.0237760110144,0.0237760110144,4155.44776948,1699.6731712,10000.0,-5.07601796191e-19,1.04314705022e-16,8333.33333333
8000.0,36,3,0.844972973275,1.46146413572,4.31226865508,0.00829415197979,-0.030649187096,0.030649187096,4178.70641359,471.404520791,9000.0,-5.28967381628e-18,2.21813308462e-17,8333.33333333
6000.0,37,3,0.530472440517,1.47035371531,4.35077380421,0.00696881079177,-0.0222252325576,0.0222252325576,4192.56287765,1885.61808316,10000.0,-2.5070032572e-18,-1.27721907125e-16,8666.66666667
8000.0,38,3,0.687102890825,1.59474876503,4.92709105901,0.00645260744672,-0.0232285879576,0.0232285879576,4494.68837047,1414.21356237,11000.0,4.24053250461e-18,1.85037170771e-19,9000.0
8000.0,39,3,-0.125775206524,1.56997189833,4.80651312082,0.00961122269838,-0.0271863715992,0.0271863715992,3889.07077119,2160.24689947,13000.0,1.25799357072e-19,-2.15660822533e-16,11000.0
8000.0,40,3,0.438026323943,1.59629082994,4.93469481451,0.0071927867622,-0.0259194421842,0.0259194421842,3271.41782944,471.404520791,9000.0,-3.7572327092e-18,2.37830588556e-17,8333.33333333
8000.0,41,3,0.750594547363,1.55399076943,4.73031014175,0.00671663050483,-0.0179430686951,0.0179430686951,4776.69714239,1414.21356237,11000.0,-1.14827612138e-18,2.24635125316e-16,9000.0
9000.0,42,3,0.139301739944,1.59995860903,4.9528274178,0.00922986874104,-0.0312024524102,0.0312024524102,3169.77494864,1247.21912892,12000.0,-2.08948038776e-18,-1.34845838199e-17,10333.3333333
9000.0,43,3,0.336001645691,1.5283937274,4.61076472594,0.00879394368498,-0.0328996367092,0.0328996367092,4100.37711456,942.809041582,11000.0,-7.45979398953e-18,-4.87457296749e-17,9666.66666667
8000.0,44,3,0.628312739563,1.53837936793,4.65703680874,0.00655891721185,-0.0311395592785,0.0311395592785,3874.33008139,816.496580928,10000.0,1.91991123475e-18,7.4593109467e-17,9000.0
11000.0,45,3,0.665650452435,1.55096986852,4.71604190585,0.00983007693549,-0.0284104718256,0.0284104718256,5064.3433692,471.404520791,12000.0,1.55821030116e-18,1.20968050391e-16,11333.3333333
9000.0,46,3,0.594073723796,1.53710944805,4.65112649871,0.00900224407148,-0.0283500743696,0.0283500743696,3655.0005568,1414.21356237,12000.0,-1.63681870689e-18,6.65179716863e-17,10000.0
9000.0,47,3,0.35817466711,1.56750388228,4.79466519573,0.00853741840288,-0.0245456594153,0.0245456594153,4474.05618294,816.496580928,11000.0,6.37430529734e-18,3.31794776838e-17,10000.0
5000.0,48,3,0.330536330271,1.52198293852,4.58130063164,0.0095845293916,-0.0261439885985,0.0261439885985,2712.5950374,2494.43825785,11000.0,-5.11569983557e-18,-1.19915651483e-16,8333.33333333
8000.0,49,3,0.496230151325,1.52353044168,4.58839569727,0.00859380091107,-0.0250539200806,0.0250539200806,3461.31855478,1247.21912892,11000.0,-2.33569339287e-18,-7.79931674799e-17,9666.66666667
9000.0,50,3,0.528766323621,1.49816212626,4.47345985615,0.00798019880521,-0.0268115787846,0.0268115787846,4612.80652707,942.809041582,11000.0,-4.02309387435e-18,-4.49640324973e-17,10333.3333333
6000.0,51,3,0.474128358373,1.45503840529,4.28464801559,0.00801796088717,-0.0206188756702,0.0206188756702,3872.97334764,2494.43825785,12000.0,-3.36370063495e-18,1.98914958579e-17,9333.33333333
8000.0,52,3,0.659353233955,1.41303465695,4.1084041028,0.00864756821383,-0.0266501460287,0.0266501460287,3919.01300332,1247.21912892,11000.0,1.69313862803e-18,-1.2110682827e-16,9333.33333333
9000.0,53,3,0.744462832648,1.46906099781,4.34515311655,0.00864737904828,-0.0476013496842,0.0476013496842,4186.39609126,816.496580928,11000.0,2.94608853909e-18,-1.46086846324e-16,10000.0
6000.0,54,3,0.753501963314,1.46632827901,4.33329524443,0.00722570697045,-0.0259170974691,0.0259170974691,3909.63204746,2357.02260396,11000.0,9.43577613026e-19,-4.4273178873e-16,9333.33333333
8000.0,55,3,0.619463020039,1.4259720406,4.16190141431,0.00779817097614,-0.0231760561847,0.0231760561847,3680.98068092,1247.21912892,11000.0,2.97860173971e-19,-1.78190795452e-16,9333.33333333
11000.0,56,3,0.684644143525,1.4724478479,4.35989444804,0.00927260347468,-0.0309887792401,0.0309887792401,5200.93437174,471.404520791,12000.0,-5.34011766708e-18,-1.03539861869e-16,11666.6666667
10000.0,57,3,0.429862861612,1.474538495,4.36901898346,0.00784358415949,-0.031449581433,0.031449581433,5113.13058113,471.404520791,11000.0,1.86015189596e-18,-4.07081775696e-17,10333.3333333
10000.0,58,3,0.769282760866,1.48607522406,4.41971504281,0.0067295776313,-0.0212507101407,0.0212507101407,5550.45572007,471.404520791,11000.0,1.77550255312e-18,6.26350823059e-17,10333.3333333
7000.0,59,3,-0.973460603787,1.49378090516,4.45390351102,0.00804686223832,-0.0230676313967,0.0230676313967,5253.01144199,1885.61808316,11000.0,-2.2097703611e-18,8.51170985546e-18,9666.66666667
12000.0,60,3,0.835243353918,1.50611384558,4.509173357,0.00892893604074,-0.0243181728454,0.0243181728454,5407.14553469,0.0,12000.0,4.5753886662e-18,1.56032594253e-16,12000.0
9000.0,61,3,0.647347920533,1.42693614839,4.16591587078,0.00952199002416,-0.0296178578162,0.0296178578162,4626.96899571,816.496580928,11000.0,2.46145299284e-18,3.58046925442e-17,10000.0
11000.0,62,3,0.839886675428,1.50945402617,4.52425999231,0.0068438271849,-0.0211350972848,0.0211350972848,5874.98142954,471.404520791,12000.0,-1.01303908573e-18,-3.1456319031e-18,11333.3333333
8000.0,63,3,0.330480206201,1.39433026397,4.03227310952,0.00956350390753,-0.0268902774637,0.0268902774637,4683.92130071,1247.21912892,11000.0,-3.15064134134e-18,-4.81096644004e-17,9333.33333333
9000.0,64,3,0.749997205997,1.46474327309,4.32643238609,0.00678957548633,-0.0231781286289,0.0231781286289,5157.11729944,942.809041582,11000.0,2.76100233039e-18,2.44249065418e-17,9666.66666667
10000.0,65,3,0.686353262961,1.45956376834,4.3040815421,0.00766753965766,-0.0243667982315,0.0243667982315,5056.33208102,471.404520791,11000.0,-1.26412371126e-18,-3.51686272696e-17,10666.6666667
10000.0,66,3,0.724686891031,1.40838390862,4.08934131177,0.00845592234849,-0.0288904700325,0.0288904700325,4863.0624724,1247.21912892,13000.0,3.16043776653e-18,1.18169363184e-16,11333.3333333
10000.0,67,3,0.767559723595,1.44282421615,4.23263282269,0.00915943178005,-0.0276017784136,0.0276017784136,4723.76416281,1247.21912892,13000.0,2.24107975628e-18,-1.24599404868e-16,11666.6666667
13000.0,68,3,0.638008894221,1.37682484245,3.96230070411,0.00866130453218,-0.029936195383,0.029936195383,6219.51757004,816.496580928,15000.0,-5.42763460069e-18,5.44009282066e-17,14000.0
12000.0,69,3,0.739960716145,1.38980875164,4.01408229294,0.00918940325607,-0.0369514879798,0.0369514879798,5179.23962524,471.404520791,13000.0,-1.51387843748e-18,-1.66996046621e-17,12666.6666667
0.0,70,3,0.0773715964347,1.36007000957,3.89646608217,0.00727621099388,-0.025203506131,0.025203506131,3174.09016914,5887.84057755,14000.0,-1.0091956791e-18,3.8850866968e-16,8000.0
10000.0,71,3,0.598484631863,1.4033258121,4.06870925217,0.00653935777701,-0.024264076539,0.024264076539,4696.14586372,942.809041582,12000.0,3.72314690108e-18,4.55191440096e-17,11333.3333333
10000.0,72,3,0.669904300747,1.32483735524,3.76157350501,0.00697759837969,-0.0278182634559,0.0278182634559,6074.95282134,1699.6731712,14000.0,2.10705419627e-18,7.82707232361e-17,12333.3333333
11000.0,73,3,0.721540301932,1.32857656786,3.77566515758,0.00764595673849,-0.0295280929518,0.0295280929518,5562.3665813,2054.80466766,16000.0,-2.1736937033e-18,1.61822533598e-16,13333.3333333
12000.0,74,3,0.78403162553,1.22510037167,3.40450778178,0.00808052654147,-0.0282874469473,0.0282874469473,5107.56228523,942.809041582,14000.0,6.54063177525e-19,1.56431580652e-16,13333.3333333
8000.0,75,3,0.610327329917,1.31816212931,3.73654777116,0.00945035355757,-0.0329985243703,0.0329985243703,5418.44060526,2624.66929134,14000.0,1.8738450115e-18,-2.77925830498e-16,11666.6666667
11000.0,76,3,0.669370699237,1.277142644,3.58637751385,0.00826945086551,-0.0253883984917,0.0253883984917,6667.48098141,2054.80466766,16000.0,-3.87131735333e-18,1.33900225628e-16,13666.6666667
7000.0,77,3,0.659079873368,1.23453603332,3.43678359768,0.00919981611819,-0.0297303090107,0.0297303090107,5734.3549428,3091.20616517,14000.0,3.63834197766e-18,-2.81996648255e-16,11333.3333333
7000.0,78,3,0.727186046013,1.20771889275,3.34584371261,0.00934918213562,-0.0337405173555,0.0337405173555,5179.51126309,1632.99316186,11000.0,2.15013635166e-18,1.96231919602e-16,9000.0
10000.0,79,3,0.70090773612,1.23249457668,3.42977470957,0.00604750409215,-0.0279362724118,0.0279362724118,4862.70781841,942.809041582,12000.0,6.85103487396e-19,-3.35749946364e-16,11333.3333333
7000.0,80,3,0.623747406501,1.24399507317,3.46944650701,0.00678664544243,-0.0277039798967,0.0277039798967,5449.63230446,3299.83164554,15000.0,-7.86869543922e-18,2.85190403075e-16,11333.3333333
13000.0,81,3,0.642054130102,1.25865121203,3.52066964662,0.00958852594299,-0.0297852714445,0.0297852714445,6568.63583014,816.496580928,15000.0,1.61062018557e-18,-8.01210949438e-17,14000.0
0.0,82,3,-0.200551198562,1.32390100828,3.75805301556,0.00919799371863,-0.0301904919815,0.0301904919815,3835.10141986,6480.74069841,15000.0,-1.89894614012e-18,4.04306218134e-17,9000.0
14000.0,83,3,0.64467985728,1.25841689029,3.51984477382,0.00908620828364,-0.0344546531211,0.0344546531211,6331.52487171,471.404520791,15000.0,-8.66688750164e-19,3.95054359596e-17,14333.3333333
14000.0,84,3,0.841295816995,1.25634599975,3.51256310294,0.0088529868006,-0.0272497847162,0.0272497847162,5666.38118408,471.404520791,15000.0,-1.8430102078e-18,3.24169221559e-17,14666.6666667
13000.0,85,3,0.469746012748,1.27669521568,3.5847732259,0.00959390817836,-0.0373043262828,0.0373043262828,5467.29251273,471.404520791,14000.0,3.47508416256e-18,5.22498710964e-17,13666.6666667
13000.0,86,3,0.710433322472,1.27763861387,3.5881566902,0.00861813070182,-0.0221376349804,0.0221376349804,6419.03538012,471.404520791,14000.0,-3.40628679218e-18,6.37453053306e-17,13666.6666667
11000.0,87,3,0.655732223076,1.29225216694,3.64097741768,0.00914363556099,-0.0255578133653,0.0255578133653,5744.68320744,1699.6731712,15000.0,-4.10766617246e-19,-4.50710071117e-17,12666.6666667
9000.0,88,4,0.734732527748,1.25964467495,3.52416903934,0.00666421333373,-0.0283491956298,0.0283491956298,6134.9731996,2692.58240357,16000.0,2.11783282404e-18,-1.4606315799e-16,13500.0
0.0,89,3,-0.219448449335,1.32524536206,3.76310856579,0.0067037764474,-0.0292601926909,0.0292601926909,3660.12279774,7071.06781187,15000.0,-5.28914462295e-18,1.26449954041e-16,10000.0
5000.0,90,3,-0.0283592334933,1.29712234678,3.65875288222,0.00888962859474,-0.0346637077068,0.0346637077068,2608.84850359,3559.02608401,13000.0,-2.61538124866e-18,-2.51280477907e-16,10000.0
10000.0,91,4,0.34276311549,1.28138175838,3.60161284769,0.00845119160061,-0.0256568874438,0.0256568874438,6397.0974218,2165.06350946,16000.0,-4.82132066085e-19,8.51404341028e-17,13250.0
13000.0,92,3,0.698033457442,1.27234455703,3.56921097881,0.0088620502486,-0.0358753527803,0.0358753527803,5124.87870716,471.404520791,14000.0,-5.43430286691e-18,1.66186508999e-16,13333.3333333
13000.0,93,3,0.609200784382,1.21376435289,3.36613214207,0.00977053648982,-0.0225531354052,0.0225531354052,6337.88029806,471.404520791,14000.0,-9.34809197958e-19,1.85037170771e-18,13666.6666667
13000.0,94,3,0.721180980245,1.25464396021,3.50658966663,0.00719467842646,-0.0256954600985,0.0256954600985,5967.38286695,1247.21912892,16000.0,3.63916468108e-18,7.19551169134e-17,14333.3333333
13000.0,95,3,0.766657652211,1.24409066523,3.46977817442,0.00986593576445,-0.0288770068032,0.0288770068032,6648.03914834,1247.21912892,16000.0,-8.24193367495e-19,6.76006941491e-17,14333.3333333
13000.0,96,3,0.649102639766,1.22375696172,3.3999372029,0.00904089931904,-0.0319005409679,0.0319005409679,6227.77102245,1247.21912892,16000.0,-7.90820913991e-19,1.43580755462e-16,14666.6666667
12000.0,97,3,0.782045600458,1.13591938583,3.11403522708,0.00877381471912,-0.0291619968673,0.0291619968673,5967.82112956,942.809041582,14000.0,2.94148034536e-18,-1.13890378609e-16,13333.3333333
11000.0,98,3,0.567683847402,1.02153187373,2.77744620367,0.00753468154384,-0.0179686420373,0.0179686420373,5622.09184434,1414.21356237,14000.0,1.13870277858e-18,2.38073449843e-16,13000.0
12000.0,99,3,0.626706797831,1.18985940408,3.28661908966,0.00886956159879,-0.030466580685,0.030466580685,5748.06715621,1247.21912892,15000.0,-1.34438091704e-18,-5.37764277553e-17,13666.6666667
12000.0,100,3,0.727773180438,1.15886606932,3.18631816292,0.0093552230287,-0.0258870864666,0.0258870864666,5512.78422483,1632.99316186,16000.0,-4.70406529667e-20,-7.05967749229e-17,14000.0
12000.0,101,3,0.696759801631,1.17251881204,3.2301184618,0.00798170019591,-0.02750226735,0.02750226735,6181.71203778,1247.21912892,15000.0,3.08323796665e-18,-1.09727042267e-16,13333.3333333
10000.0,102,4,0.638134869127,1.22072639189,3.38964905315,0.00986373443132,-0.0321734273787,0.0321734273787,6992.8455973,2449.48974278,16000.0,1.98304032036e-18,8.5295875867e-17,14000.0
15000.0,103,3,0.624741979542,1.20254463227,3.32857615765,0.00806383288272,-0.029578406827,0.029578406827,7356.48864471,471.404520791,16000.0,2.40419105014e-18,2.9278447906e-17,15333.3333333
12000.0,104,3,0.775148512506,1.17950962218,3.25277872118,0.00646974740664,-0.0244343140345,0.0244343140345,6345.73909487,471.404520791,13000.0,-1.88042437739e-18,6.30976752329e-17,12333.3333333
14000.0,105,3,0.851338459121,1.18743708676,3.27866748986,0.00864330510102,-0.0257514544038,0.0257514544038,7010.61168814,471.404520791,15000.0,1.5201893747e-18,-1.52840703057e-16,14333.3333333
14000.0,106,3,0.750347431335,1.18848714161,3.28211207874,0.00671060693028,-0.0323258309907,0.0323258309907,6868.14964554,0.0,14000.0,2.14711206017e-18,4.0800696155e-17,14000.0
13000.0,107,4,0.875503264979,1.18293099285,3.26392674279,0.00843773335154,-0.0187025402972,0.0187025402972,7861.05449501,1118.03398875,16000.0,9.46038987067e-19,1.12293550201e-17,14500.0
13000.0,108,3,0.808806404723,1.19286696899,3.2965186893,0.0067802610631,-0.0304938059697,0.0304938059697,6475.33172512,1247.21912892,16000.0,6.85489932831e-18,-1.15347846714e-17,14333.3333333
14000.0,109,3,0.851208185317,1.18048407679,3.25594995126,0.00648476307959,-0.0334459318397,0.0334459318397,7507.89134417,816.496580928,16000.0,-7.17376666155e-19,-5.96986461984e-17,15000.0
14000.0,110,3,0.777233842831,1.20724509753,3.34425884333,0.00926300630783,-0.0238225225826,0.0238225225826,7418.02661896,942.809041582,16000.0,-1.25784295837e-18,-1.98885654049e-16,14666.6666667
14000.0,111,3,0.635277101912,1.25171982515,3.4963509019,0.00966210353372,-0.0371127368181,0.0371127368181,6793.09578454,471.404520791,15000.0,-1.81002235507e-18,3.39972150012e-16,14333.3333333
9000.0,112,4,0.6899854511,1.23482877076,3.43778982016,0.00867338122559,-0.0299644879495,0.0299644879495,5629.10514927,2586.0201082,16000.0,1.07299424716e-19,-7.50818709719e-17,13250.0
14000.0,113,3,0.717320600073,1.24830945771,3.48444736985,0.00653749979266,-0.0273669958676,0.0273669958676,6237.04023561,816.496580928,16000.0,-1.89420097898e-18,-7.99736924518e-17,15000.0
14000.0,114,3,0.630330397458,1.2567269363,3.51390142151,0.00973670536899,-0.0381381819875,0.0381381819875,6143.54307223,471.404520791,15000.0,-7.83616355184e-19,-2.03592206751e-16,14333.3333333
13000.0,115,4,0.634811766341,1.31992148477,3.74312747321,0.00739230523491,-0.0260535355551,0.0260535355551,6556.59118434,1299.03810568,16000.0,-1.6668575576e-18,3.50393852984e-17,14250.0
15000.0,116,3,0.471743403246,1.24653704285,3.47827695346,0.00866846345287,-0.0312838735432,0.0312838735432,6365.58389318,0.0,15000.0,-1.37838418736e-18,2.47530207814e-16,15000.0
13000.0,117,3,0.755172843711,1.28924860542,3.63005792488,0.00845070171781,-0.0306230160224,0.0306230160224,7041.59947201,471.404520791,14000.0,-2.77514873076e-19,-5.18104078158e-18,13666.6666667
11000.0,118,3,0.866859860323,1.29207110109,3.64031822068,0.00930053937187,-0.0370808970409,0.0370808970409,7137.29380099,1885.61808316,15000.0,2.9920269603e-18,5.94894504028e-17,13666.6666667
12000.0,119,4,0.74605640779,1.30702813992,3.69517583267,0.00920539991452,-0.0254982856957,0.0254982856957,7380.24241045,1089.72473589,15000.0,3.41907191429e-18,1.84215305165e-17,13750.0
13000.0,120,3,0.770557719801,1.26732357167,3.55133493798,0.00665608056086,-0.0232039246166,0.0232039246166,6290.43771208,816.496580928,15000.0,-2.35878967639e-18,-1.19013689811e-16,14000.0
13000.0,121,3,0.711998306588,1.16152119632,3.19478948355,0.00781390055312,-0.0284930329213,0.0284930329213,5536.32536269,816.496580928,15000.0,-6.11307597579e-19,6.43004168429e-17,14000.0
12000.0,122,3,0.616746803454,1.14767227369,3.15085005035,0.00905141376956,-0.0308715753837,0.0308715753837,6889.71831151,942.809041582,14000.0,-1.65972174734e-18,1.69031455499e-16,13333.3333333
12000.0,123,3,0.718936741625,1.15367535077,3.16982173334,0.00899982734434,-0.0290366874892,0.0290366874892,6337.06393563,942.809041582,14000.0,2.98482689108e-18,5.18104078158e-17,13333.3333333
